meeting,extractive,abstractive
IS1003b.A,"it's david jordan . course . it's difficult to have both , the one on the right doesn't look simple just trying to answer all the questions , we had one hundred subjects , we observe their remote control use in a lab and then after all the experiments they had to fill up a questionnaire , actually seventy five percent of the users find m the most remote controls ugly , the look is bad for them then eighty percent of users would spend more money actually if the remote controls were not ugly . and then the remote controls like the one you've shown previously it's not doesn't fit the user requirements sometime , because it's too many buttons and on . and users are actually zapping a lot , ten percent of the buttons are actually used in the remote control . remote controls are often lost somewhere in the room . it takes too much time to learn how to use the remote control for thirty five percent of the people . and remote control are really bad for r_s_i_ problems for twenty six percent of the users . r_s_i_ is like , when you're using the same doing the same movement several times , then you get injured . my pres personal preferences for this problem is we have to meet the user needs . if we can make it look fancy then we might sell more than our concurrent , and definitely if it could have less buttons , still the same number of functions , but less buttons , has to be yellow . regarding the first line , what we're just expecting no more use of the teletext . ",The User Interface Designer discussed  some characteristics and functions to consider in designing the remote and introduced an idea for giving the remote international appeal by merging it with a system such as Google. The Marketing Expert presented consumer preferences and requirements. The project manager introduced the new requirements for the project. 
IS1003b.B,"one . three , it's three but the question is how to merge the google system to the system , alright . as you all know , my job is to design to give an industrial design of the remote control . i propose a nifra infrared base it's cheaper than laser , what you find inside the re i the system here inside it is just , bulb and an infrared bulb , i have some pictures and you have the other subcomponent it should be wire wireless re remote con and because you f the b the battery problem can hold will you use a battery or the a wire to connected you . have to think about the question , the solution is to have many colours of instead of having one grey standard but this mean that your t_v_ would be able to , connect to internet , surf the web . i don't think it's popular , if you have th like a yellow ribbon here is the double r_ . or should be .  doesn't need to be completely yellow , but but why , component , ",The User Interface Designer discussed  some characteristics and functions to consider in designing the remote and introduced an idea for giving the remote international appeal by merging it with a system such as Google. The Industrial Designer discussed the interior workings of a remote and presented options for components and materials which would keep costs low. The Marketing Expert presented consumer preferences and requirements. The team then discussed different features they could include in the design of the remote. The project manager introduced the new requirements for the project. 
IS1003b.C,"i will open our functional design meeting . we will have the three presentations from the in industrial designer , user interface designer and and after that we will have the new product requirements , i suppose the first to do the presentation will be the user interface designer . you're participant two ? i'm participant one . did you save your presentation ? isn't that technical functions ? you propose to have the remote control which will be powerful . and very easy to use . you think that cable between the remote control and the t_v_ won't be a good idea . it will be cheaper but as industrial designer , do you think that it will be feasible to have linked or to have link between the remote control and the television ? do you think it will be cheaper ? could you answer but the wireless problem is more the david jordan's problem . mayb you have just to research if when you have wireless remote control and if you lose it ? it's would be easier to have a link between the remote control and the television , and just to have an idea , do you think you as the user interface designer to would it be possible to have less buttons and still have the same functionality and to have powerful remote control , you think it's possible ? but do you think it will be easy to use ? because if you have many functions just for one button it would be quite difficult for the user to know . but it has to be intuitive . but it will increase the price of the production of the remote control . just having many functions in one button is not that good if you want to zap a lot . new information about the product requirements , the first one is that for the designing of the remote control we don't really want to use the teletext anymore , because now everybody has internet at home , it's better to use internet then teletext . and also the remote control will only be used for television , you won't had buttons to just to manipulate to control the recorder or the garage door or things like that . which will be used for the television , for the recorder , for the camcorder and all the others , it will become too complex it will be easier for you to design it , to have very powerful and easy . and also we want the image of the real reaction be recognisable in the product , such as the colour and s the slogan . as we say , we put the fashion in electronics , it has to be a fashion remote control . fancy , fashion , powerful , easy to use . require lot of requirements , it has to be yellow . it would be simpler . i will close the meeting , just after that we'll have lunch break . and you will have in thirty minutes individual work . you will have as the i_d_ i don't remember what is industr industrial designer to put pon and the user interface designer to work on the user interface concept . and specific instructions will be sent to you by your personal coach . the session is closed . and mister david jordan , record your presentations in your own folder . not in mine . ",The User Interface Designer discussed  some characteristics and functions to consider in designing the remote and introduced an idea for giving the remote international appeal by merging it with a system such as Google. The Industrial Designer discussed the interior workings of a remote and presented options for components and materials which would keep costs low. The Marketing Expert presented consumer preferences and requirements. The project manager introduced the new requirements for the project. The team then discussed different features they could include in the design of the remote. 
IS1003b.D,"the first i will present the technical function design for user interface for our remote t_v_ control . remote c rem remote t_v_ control it's very has very soph sophisticated functions , we want to design elegant , easy to use inter interface . a very good example is google . my job is to design a google t_v_ controller which i want to have sophisticated functions while with very easy to use user interface . with sophisticated functions , but if we have very good user interface it take less time for user to learn how to use it . there's a wire with remote control ? possible . because we can mix several function in one button . you can have a switch menu , if you have remote control you can rem you can control your t_v_ and also you can control your recorder . but what i'm not is about how to make the remote control look funny look fancy , not funny . because different people have a different opinion about fancy . we can have di we can have several options , there's that box in the t_v_ , with the set box you can connect internet with your t_v_ . ",The User Interface Designer discussed  some characteristics and functions to consider in designing the remote and introduced an idea for giving the remote international appeal by merging it with a system such as Google. The Industrial Designer discussed the interior workings of a remote and presented options for components and materials which would keep costs low. The Marketing Expert presented consumer preferences and requirements. The team then discussed different features they could include in the design of the remote. 
IS1005a.A,"we are actually doing this meeting to start a new project which is about designing a remote control . i'm going to be the project manager of this project . i'm fabien cardinaux and guess you can present yourself . we are talking about the project plan , what is the goal of this project ? is to design a new remote control . it's more like we are going to do inv individual work all in o our specialities and we are going to meet each other quite often to discuss and to find a good way . now we are going to get used t to the tools we are going to use all during all this project . we can try to write what is our favourite animal and write the f our favourite characteristics about it . will ask you all to do the same . you can draw the picture , we are going to sell we want to sell this remote control for twenty five euro . and our expected profit will be around fifty million euro . and we are trying to have a market all around the world . we expect a production cost of maximum twelve point fifty euro . we can start today to have a first idea of what we want to do what are our experiments with remote control , and any idea ? are you not afraid that if you take your remote control you can move the slide and it could the volume can go up very quickly we will have a next meeting in thirty minutes . the interface developer will work on the design of the remote control , you are going to try to find the user requirements f for the remote control . ","The project manager opened the meeting and had the team members introduce themselves by name and their role in the project. The project manager introduced the upcoming project to the team and then had the team members participate in a tool training exercise in which each member drew his favorite animal on the white board and discussed what he liked about the animal. The project manager also discussed selling prices and the project budget. The team then discussed their experiences with remotes, focusing on various features they would like to see in the remote they will produce, as well as features they find unappealing in current remotes. "
IS1005a.B,"my name is petre . in the project i'm supposed to be the technic . sh should i draw the picture of the animal ? first would be that in current remote controls there is no back light , if you are playing with this in the dark room it's probably worth to have something like back light . and the second thing , f second point from me would be that in a normal remote control there is there are two buttons for volume control . but i prefer like a potential meter like . but we can think of these things afterwards , ","The project manager opened the meeting and had the team members introduce themselves by name and their role in the project. The project manager introduced the upcoming project to the team and then had the team members participate in a tool training exercise in which each member drew his favorite animal on the white board and discussed what he liked about the animal. The team then discussed their experiences with remotes, focusing on various features they would like to see in the remote they will produce, as well as features they find unappealing in current remotes. "
IS1005a.C,"my name is hamed getabdar , and i'm going to be interface designer in this project . i prefer remote control working with radio waves , because remote control working with infra red rays you should you should keep it in a specific direction and then try it hard to tune . ","The project manager opened the meeting and had the team members introduce themselves by name and their role in the project. The team then discussed their experiences with remotes, focusing on various features they would like to see in the remote they will produce, as well as features they find unappealing in current remotes. "
IS1005a.D,"my name's bob morris . i'm the marketing expert for this project . from experience , i've had remote controls in the past that have had very they've had lots and lots of buttons and they've been very small , and it's been very hard to use , because there's many buttons , on a t_v_ remote you only ever use , mostly , f four or f six buttons . ","The project manager opened the meeting and had the team members introduce themselves by name and their role in the project. The team then discussed their experiences with remotes, focusing on various features they would like to see in the remote they will produce, as well as features they find unappealing in current remotes. "
IS1005b.A,"tod for this meeting i will take the notes and do the minutes . we will see our three presentations . we will start with the manager expert wi who will talk about user re requirements , whats user needs and what it desire for this devi device . and what happen with radio waves when two neighbours have the same have our remote control , have to inform you i receive an email from the management bon board today and they have new requirements for the remote control . because of the internet popularity and everybody has internet at home , and actually it's not useful to have teletext . the second thing is they suggest that we should use the remote control only for t_v_ , not for d_v_d_ and other devices , the third one is about the image of the company . we should keep the product should be recognisable . it's that mean we should use the colour of our company and put somewhere the s the slogan of the company , which is we put fashion of in electronics . now we should take the decision what we are going to what function we will have on this on this remote control . we should stick on very useful functions , because we want less button . turning channel , volume setting . we could have key buttons , like discovery channe like documentary channel , and movies channel and if you want to see a movie you click on the movie button you have all the movie channels and after you've you plus . we should hide them somewhere . if we add the time , we have to have bigger display like that , are users wants to have the time on the remote ? w in my opinion we should have only useful thing now we are going for a small lunch . and after we have thirteen minutes to do indevel individual works . and you are going to work on your individual works . and you will receive as usual your specific instruction and on . ",The project manager opened the meeting and then the marketing expert discussed user requirements. The interface specialist discussed the interior workings of a remote and stated a preference for using radio waves over infra-red technology. The project manager briefed the team on some new requirements and initiated a discussion in which the team discussed and decided on various features to include in the remote they will produce. 
IS1005b.B,"and speech recognition in remote unit , it will be very e expensive . i have only a couple of things because i had i struggled a bit with the software that i'm supposed to use in this in this company . have to look what is a v available on the market for the communication for the i_r_ circuits and on , and wanted to ask you m afterwards , after our discussion , if we have some contacts in some companies , which can report on what is going on there , i know that the user interface people and these speak about radio frequency waves but when you are not close to the t_v_ you probably won't need to change the program and on and am voting for s to stick to the infra red control instead of r_w_ l_c_d_ it's because it's common nowadays to use l_c_d_ , but the speech recognition we have to compare whether the price and the what does it offer , if we decide to use the speech recognition , then we probably could struggle and my personal preference is yes , i would like also preferably to use r_w_ circuit , but from the point of view of the design and price , i would stick to i_r_s . and the price is fairly cheap for this . will we use only two buttons , or like numbered buttons ? because it's many buttons and we were speaking about lowering the number . we keep all these buttons . it requires the use of l_c_d_ probably , to tell you this i was thinking . do we need a power button should shouldn't we do it like sleep mode after five minutes of not using it ? we should keep this button . we could p what we could probably do is to keep also to keep keep the l_c_d_ and all the buttons and should we make it a button , or some something which would be ",The industrial designer discussed particular components that a remote could include. The project manager briefed the team on some new requirements and initiated a discussion in which the team discussed and decided on various features to include in the remote they will produce. 
IS1005b.C,"here is my presentation about technical function design . first is remote control have sh ha should have some electric circuits making interface with keyboard and reading keyboard and reading the keyboard commands . and then there should be an electronic circuit making electronic signals according to these commands and finally there is a transmitter which is a cord or a diode making waves to transmit through the air about what i found about different these different blocks are usually there are two different methods to for designing a remote control . they are based on infra red waves or radio waves . certainly a remote control with working with radio waves is preferred because you can pr you can take it in any direction and you don't need to tune it any way . using bigger buttons and less number of buttons are also preferred , as i see . i don't think but one solution can be something like putting password inside the wave , the only your t_v_ can understand it a button is better . ",The interface specialist discussed the interior workings of a remote and stated a preference for using radio waves over infra-red technology. The project manager briefed the team on some new requirements and initiated a discussion in which the team discussed and decided on various features to include in the remote they will produce. 
IS1005b.D,"i'm gonna present some findings of a study we conducted into what users want in this remote control . the major things we found out was that users don't like the look and feel of most remote controls that are currently on the market . seventy five percent of the people we did the experiments on , found that rem remote the remote controls that they'd used in the past were ugly . they didn't match the operating behaviour of the user , and thirdly they say that w half of the users that we tested said that they only used ten percent of the buttons that are on remote controls . and from this we came up with the figure that the channel buttons , the channel selection buttons are the most by far the most used buttons on the remote control . and they came they said the channel , volume , and power buttons had the highest relevance to users , and fifty percent of the users said that what frustrates them is losing the remote control somewhere in the room and not being able to find it . in particular , do they want an l_c_d_ d display , and secondly , do they think speech recognition is a useful feature to have on a remote control . our findings are that amongst a younger age groups the answer is umv overwhelmingly yes . guess it depends on where we're focusing our market . and our production cost of twelve fifty euros per unit is fairly high think we can afford to add these features into our remote . do you think radio waves will interfere with other appliances in the home ? because all the other remote controls on the market have infra red , people don't expect anything other than infra red . but based on my usability studies i th i feel that users are prioritise the look and the feel and the trendiness above , the difference between infra red or radio waves . should we start with just the core , the basic functions that we need . and then we can move on to the more advanced features . we could also c incorporate petre's idea of the slider for the volume , with the channel . we've got channel and volume . there's always we can always have these l less often used functions hidden somewhere , power button's required . think when they say power button they mean to turn the t_v_ on and off . what about things like the clock and timers ? probably not . ",The project manager opened the meeting and then the marketing expert discussed user requirements. The marketing expert also found that younger users want an LCD display and a remote capable of speech recognition. The interface specialist discussed the interior workings of a remote and stated a preference for using radio waves over infra-red technology. The project manager briefed the team on some new requirements and initiated a discussion in which the team discussed and decided on various features to include in the remote they will produce. 
IS1005c.A,"the goal of this meeting is to reach a decision at the end on the concept and the last time we talked about an a lot and we had a rough idea of what is going to be , we will have again three presentation , from all of you , and hope it will be fast because i would like to have time to for long discussion and decisions . can you fit any t_f_t_ or any electronic device in a spongy thing , or is there any problem for that ? put electronic in a box and a spongy thing around . usually when they say seven inch it's the diagonal . think we have to do some work to finalise our idea and take decisions . first energy it's a key problem i've i s the easiest thing would be to have a smaller l_c_d_ , if it's possible . let's go for a small l_c_d_ . my first idea is because our colour is more yellow , and the it should be easy to take in a hand , about banana , like that , which is fruits , and if it can fit with the technology . the screen has to be square ? we are agree with the banana thing ? the last point we decided it's infra red , is it possible to do that ? and what would be the matter here of the first layer likes . soft plastic , or we add also the speech recognition device . the industrial manager will work on the look and feel design . the user interface mana manager will work on the user interface device . and the marketing expert will do the first project evaluation . think you should work together , s you hamed and peter , to work in a first prototype , ","The project manager stated that the goal for the current meeting was to decide upon a concept for the remote the team is creating. The industrial designer focused on the use of a TFT screen and the use of solar cells to supplement the energy from two regular batteries. The team then discussed and made decisions regarding the option to use solar cells, the specifications of an LCD screen, how to incorporate a fruit and vegetable motif into their design, and how to hide lesser used buttons. "
IS1005c.B,"the biggest struggle will be the easy to use feature . that our company developed a s a seven f seven fingers seven inch t_ t_f_t_ screen , which is good news for us , since we wanted to include a display there . there will be some circuit for the power . the main energy will be taken from batteries and if we decide to use the speech recognition there , we must use additional source of energy , which i found the best is to use the solar cells which can supply everything . the main board with all the circuits will take at least seven to seven centimetres , and on the main board we have the interface to the microphone , which is somewhere , a all these things in in this box are to put in any shape , sponginess . it a good feature , since it takes if it's around the t_f_t_ then it's good , because it's just keeps it safe , but we can cut it . for the same price we have four screens now . seven to at least some three millimetres but we wanted the big buttons and like that , that it should fit in the hand if we use the batteries , and the additional solar cell , then it's for l_ speech recognition and l_c_d_ , no problem in energy , five to ten , it's feasible . but if you want some shape then we can only get like two screens out of seven to seven inches , it's like more expensive to have shape like that . should discover the other buttons , which are hidden . ","He found that current trends are such that a product must have a fancy look and feel, be technologically innovative, be easy to use, incorporate a fruit and vegetable motif, and must be spongy. The industrial designer discussed various components and energy sources the remote could include. The industrial designer focused on the use of a TFT screen and the use of solar cells to supplement the energy from two regular batteries. The team then discussed and made decisions regarding the option to use solar cells, the specifications of an LCD screen, how to incorporate a fruit and vegetable motif into their design, and how to hide lesser used buttons. "
IS1005c.C,"am going to talk about a little bit about how this remote control should be appear to be more easy to use . generally , generally this remote control should be something , in my opinion , the first feature is just to be easy to use . the more frequent buttons should be larger , they should be placed in a good position inside the remote control . and conclude like this , that we shouldn't need to learn how to use it . the shape of remote control should be in a way which can which should be taken easily in hand . and also f because customers doesn't like to buy lots of battery , it should not consume lots of energy . we can cover these buttons which are not used or number buttons for the for the can channels , and also think if we put some some buttons inside of the remote control it can be used easier . and dunno but think usage of a speech recogn recogniser can be good . but if we do it in some way that it asleeps when there is no sound and when it detects some sound it may consume less energy . it can have two shells , a hard shell inside and a spongy shell outside . seven centimetre by seven centimetre is a little bit large . using some l_c_d_s we can touch , we can remove keys and just having the name , l_c_d_ responding to fingers . peeling of the banana . if you see it's like peeling . you open a plastic cover and you see some u_s_b_ interfaces , some interfaces for adaptor . it can be a plastic cover sticking to the all the like with magnetic p magnetic materials in the border , it's it sticks like refrigerator door , completely . ","The user interface designer discussed how to create an interface for a remote that is easy to use. The user interface designer discussed the placement of commonly used buttons, the overall shape of a remote, and how to hide less commonly used buttons. The team then discussed and made decisions regarding the option to use solar cells, the specifications of an LCD screen, how to incorporate a fruit and vegetable motif into their design, and how to hide lesser used buttons. "
IS1005c.D,"just want to presented to you present to you some recent results we've had from looking at some remote control market research and some fashion trends around the world . from our market research we've come to the conclusion that a fancy look and feel , as opposed to a functional look and feel , is our number one priority . secondly that our remote control needs to be techn technologically innovative . and third thirdly the easiness of use is the is important as from our f fashion people in paris and milan , we've discovered that this year fruit the fruit and vegetable motif will be the most important thing in clothes , shoes and furniture . and also the feel of material this year is expected to be spongy . how big is it in reality ? have we decided that we're gonna use this t_f_t_ screen ? even from my perspective seven t seven centimetres by seven centimetres is still if we use s solar cells , where is the sun if someone's watching t_v_ inside ? could you re could you redesign your board ? it's definitely the obvious choice , with the colour of our company . that's more important than saving a bit of money on the t_f_t_ screen . if we have a spongy layer on the outside of the banana then it's easy to make that , ","The marketing expert discussed his findings from trend watching reports. He found that current trends are such that a product must have a fancy look and feel, be technologically innovative, be easy to use, incorporate a fruit and vegetable motif, and must be spongy. The team then discussed and made decisions regarding the option to use solar cells, the specifications of an LCD screen, how to incorporate a fruit and vegetable motif into their design, and how to hide lesser used buttons. "
IS1007a.A,"we are asked to make new remote control for television . and the characteristics of this new remote control should be original and trendy and user friendly . people can use it without any problem . do you want me to send you a mail ? you get email , . we have functional design , conceptual design , and detail design . who will be the responsible for the functional design ? i'll for industrial design . and you norman ? about the design or what we have to keep in mind the these characteristics . and it should not be very costly . if we include a lot of technology on the remote control it will be very costly . like s you say we can use speech . we'll meet in five minutes ? and we'll discuss the other aspects . ","The Project Manager introduced the project to the group. The group set an agenda for the meeting and discussed the materials sent to them by the Account Manager. They discussed and explained their roles in the project. The group began a discussion about their initial ideas for the product. They discussed several usability features: adding speech recognition and an option to choose what to watch by channel or by content, reducing the number of buttons by using the television screen to display options, and adding a light adaptation system. All participants were instructed to gather more information for the next meeting, the functional design meeting. "
IS1007a.B,"b did you send us an email about this ? each of us has a role to do . we already have our role . there are three kinds of designs , that's all . i'm doing the interface . working on i . user interface . see there's a role for everybody . what is the most important function aspect ? it should be easy to work with . we you can have a speech recognition interface . you just tell the television i want which channel . or you can say want to list all the programme tonight . just say want to press i wanna have a button for all the movies tonight . instead of pressing the channel number , i am choosing the programmes directly . the idea of using speech to reduce the button , but and it's more natural . but th the main idea i wanted to s i wanted to say is that there should be a function , instead of choosing the ch t_v_ channel , there's a option you can choose , either t_v_ channels or pr or the contain or the contents of the programme . because you see now all the t_v_ programmes are available on the webs . we just want to retrieve the content we can just use the service available . and then there's there are only six buttons for six categories , or sev seven . the most there are only seven buttons . just choose the category one and you reuse the same button , to choose among the sorted list the programme you want , you don't have to display here , just display on the t_v_ screen , right ? because all the t_v_ the remote control have all numbers , lots of buttons we have sometimes to use the white board . but we are designing just remote control . do you want to have a conceptual remote control there , or you just want to put the function in ? the most important function is to ch choo buttons to choose the content . right ? first one is to buttons i or it could be anything with buttons . to choose content s or channels . technically how the problems that how to do it is to how to get the content . we will get some information in the next meeting , we will get information and then we'll come back in . ","The group set an agenda for the meeting and discussed the materials sent to them by the Account Manager. They discussed and explained their roles in the project. The group began a discussion about their initial ideas for the product. They discussed several usability features: adding speech recognition and an option to choose what to watch by channel or by content, reducing the number of buttons by using the television screen to display options, and adding a light adaptation system. All participants were instructed to gather more information for the next meeting, the functional design meeting. "
IS1007a.C,"we should set the points to drive the project and from the account manager . our responsibilities will be assigned when we in our mail we received from the account manager . i'm doing the interface . it was a little confusion about my we can have a little discussion about what has to be done and what are your ideas about the w we want to have a new re remote control for t_v_ distribution think that norman and i would think about the technical points and we should discuss it in the next meeting , or it's a good idea it's a good idea but that technically it would be little bit more tricky to achieve this than just to think that j just by using navigation buttons and the user interface on the screen we are able to navigate through the channel programme or contents or in an easy way , and just with the with your remote control would just navigate through the f for the technical points we have to check how to gather the data from programme or contents and all this and we have to find a way how to gather information about the contents . it's not very difficult to browse by channel that's the things to do and to reflect about it and discuss it in the next meeting . ","The group set an agenda for the meeting and discussed the materials sent to them by the Account Manager. They discussed and explained their roles in the project. The group began a discussion about their initial ideas for the product. They discussed several usability features: adding speech recognition and an option to choose what to watch by channel or by content, reducing the number of buttons by using the television screen to display options, and adding a light adaptation system. All participants were instructed to gather more information for the next meeting, the functional design meeting. "
IS1007a.D,"or you can put it in the shared folder . it's for your guys to how to design it all the aspects you need that information . i'm into marketing . a design is for industrial design and the user interface . working remotes we already have . this will be something different from the other remotes remote controls . the main function of remote control is to have something in the hand and we should be very careful about the size of the remote control . if we are going to add a speech interface , i'm not with trendy slim size of the remote control it would be able to put a speech recog if you want to put a speech recognition system f interface for that the t_v_ itself could have it . and i could talk to the t_v_ television itself . and another interesting idea for this would be to have an light adaptation system depending upon the picture of if you're watching a movie and suddenly there is a dark some dark scene , the lights adapt themself . the lighting in the room changes . we have a option in the remote control . if we want to have that option , you press that button in the remote . ","The group set an agenda for the meeting and discussed the materials sent to them by the Account Manager. They discussed and explained their roles in the project. The group began a discussion about their initial ideas for the product. They discussed several usability features: adding speech recognition and an option to choose what to watch by channel or by content, reducing the number of buttons by using the television screen to display options, and adding a light adaptation system. "
IS1007b.A,"for the aim of this meeting now is to make presentation about the work for each one . and take the decision about the design and the functionality of the remote control . and we have got a new project requirement . think teletext becomes outdated . the popularity of the since the popularity of the internet , and we don't need lighting adaptive , the remote control should be only used for the television . and we should have our image in the design . let's start with the industrial designer . this are usual functionality . and they are small . what do by the pa processing will be done on the t_v_ we should have specific t_v_ ? what about lighting adaptive options ? according to the re to the new requirements we don't need that . any things to discuss ? you have to anticipate the future ? let's go for the lunch break , and we will meet after . ","The Project Manager presented the goals of the meeting and new product requirements. The User Interface Designer gave a presentation on the technical functions of the remote, and displayed the interfaces of two existing products for comparison. He showed that the competitors' remotes were too complicated. He suggested that the televisions that the remotes are used with connect to the internet to access downloadable programs. He discussed using speech recognition and ways to make it feasible for the project, small size, low price point, and incorporating teletext in different languages. The Marketing Expert presented several characteristics important to users. The group discussed the new requirement that required them to omit teletext from their design, and discussed the possibility of using the remote to access the internet through the television. "
IS1007b.B,"what is f_p_g_a_ ? why's it how is it different from the bluetooth ? this are the they have to work together ? or ? do they have to work together or two separate choice you can put it on the charger when you when you don't need to use it . because you are using bluetooth , if some people have p_d_a_ they can use their p_d_a_ to control the t_v_ if they want to , right ? i'm working on the technical functions design . can you show the next slide . the purpose is to find the important questions to ask is what effect should the apparatus have . found on a webs on the internet and and i found that the function of remote control is to send messages to television set . switch on , switch off , switch the next channel and on . found two very good prototypes for this interface from our competitors ours is a bit different . these are two example . one is from the other one is from , engineering centr this is the most competing prototypes i've found . but then loo but then i found if you look at you see on the left one there are too many buttons o on the right i tried to play with the problem is that if i have hundred channels i have have to choo press the other button to choose the hundred channels and i have to compose the number it's very lousy . you move to the next one . and then i look at the user manual they are a hundred pages thick , we don't want that . propose the easy to use prototype . you can navigate on t_v_ screen and we need to have the t_v_ connected to internet we end in order to access the t_v_ programmes by x_m_l_ and we need some to do some preprocessing . from the technical aspect , the processing should be done on the t_v_ set than on the remote controller , right ? and then we the speech recognition as harry says we may just put in we may k_i_v_ . all the processing is done the t_v_ is a compu has some processing power the because are you just wondering what controller come up with a simple design , just keep the v navigation buttons . no , because you choose by channel , you don't have hundred channels to choose from . it's gonna be small . it'll beep if you wanna find it you just shout y h just it just has to re respond to you when you look for the device . and responds to you , and but if you to recognise numbers it's a studied problem . i if you just recognise numbers is a limited you have limited vocabulary i no that if we go for quality people may tolerate for high quality and comes with reasonable cost . not less , but they may be willing to pay little bit more for comfort , but it's quite possible but not in this project . because all the t_v_ sets will be digital , right . ","He suggested that field programmable gateway arrays be used for the chip controlling software functionalities, and it was suggested that the remote be used with a recharging stand. The User Interface Designer gave a presentation on the technical functions of the remote, and displayed the interfaces of two existing products for comparison. He showed that the competitors' remotes were too complicated. He suggested that the televisions that the remotes are used with connect to the internet to access downloadable programs. He suggested a simple design with few buttons, small size, and a locator function. He discussed using speech recognition and ways to make it feasible for the project, small size, low price point, and incorporating teletext in different languages. The Marketing Expert presented several characteristics important to users. The group discussed the new requirement that required them to omit teletext from their design, and discussed the possibility of using the remote to access the internet through the television. "
IS1007b.C,"right , will talk about the w working design and and will present my first idea on how to build the our new remote control for television . think the first things to do is to define the hardware components neededs to achieve what we want to do . i'll do a survey about what is what is available on the market and what is the cheapest possible things we hav we can use . then will try with the technical team to build a prototype and how an and we can start troubleshooting first com communication problems or things like that . and when we are ready with this first prototype we can add some software functionalities on a programmable chip like browsing by content or things like that . wha what for now is we don't want to have a remote control w which is wired think we u we can use a battery for the . then two programmable chips for both software functionalities and communication . and the communication with the t_v_ set is made through infrared communication this is the schema of the o of the future remote controls you can see the components , battery and the two chips goes to the infrared connection to the t_v_ set . the one on top is for the the functionali the functionalities and the th red the green one is to putting things together , transform the data into qu into the format to to communicate with the t_v_ set . we should use a f_p_g_a_ for the functionalities which is easy to t f_p_g_a_ is just a chip you can you can pr programme it wi with wh whatever you want . and the bluetooth chip is just responsible to make the communication between the two devices . th the f_p_g_a_ will produce the data to send . we have to have embedded batteries in the and don't think it will need very much power to make it run , it's a good idea . also , but the goal is to sell our remote control . we have to sell a t_v_ with the remote control too . there is al there is a technology like show view who is already available on most of the t_v_ set on recorders or thing like that and we can try t to get this information on to the remote control to do the processing on the remote control because yes , that's a good idea , we d we don't need really much buttons to i if we have a screen to navigate on the t_v_ f four five buttons , it's sufficient . it's easy to build , it does not consume much power . then y you go to the main menu and you have go to channel but if you want to make big jump but you have to have a device when you could but something that says more clearly that right , left , up , down , the to have the ability to write something to the navigator , directly , or we can think of buttons like in the telephone to send messages or things like that . think it will be a , yes , a bit complicated to make a speech recognisers runs on the small ts and this can allow to choose the program , without adding buttons s speech is a important extra feature we just have to find a mean how to add a m a microphone or yes a microphone into the remote control , but what about the new project's requirement ? we should give up with teletext , no ? we can j we can already think about a way to access the internet via the television . but we can think that in a few years there will be t_v_ set that can access the internet . it's a good idea if i if we think about how to build up our remote control w with this functionality in a w which will c which will come in a few years . not to implement it , but to to find a way to add this functionality in a in an easy manner , if is possible . ","The Industrial Designer presented the internal components of a remote control and showed a diagram of how they operate together. He suggested that field programmable gateway arrays be used for the chip controlling software functionalities, and it was suggested that the remote be used with a recharging stand. He suggested that the televisions that the remotes are used with connect to the internet to access downloadable programs. He suggested a simple design with few buttons, small size, and a locator function. He discussed using speech recognition and ways to make it feasible for the project, small size, low price point, and incorporating teletext in different languages. The Marketing Expert presented several characteristics important to users. The group discussed the new requirement that required them to omit teletext from their design, and discussed the possibility of using the remote to access the internet through the television. "
