meeting,extractive,abstractive
Bro004.C,,
Bro004.D,"we as i was already said , we mainly focused on four features . the plp , the plp with jrasta , the msg , and the mfcc from the baseline aurora . and we focused for the test part on the english and the italian . we 've trained several neural networks on on the ti digits english and on the italian data and also on the broad english french and spanish databases . and actually what we @ @ observed is that if the network is trained on the task data it works pretty but actually we didn't train network on both types of data we only did either task data or broad data . the first testing is with task data the second test is trained on a single language with broad database , but the same language as the t task data . but for italian we choose spanish which we assume is close to italian . the third test is by using , the three language database  and the fourth test is excluding from these three languages the language that is the task language . example when we go from ti digits training to timit training we lose around ten percent , the error rate increase u of ten percent , relative . and then when we jump to the multilingual data it 's it become worse twenty to thirty percent further . this was for the plp , for the plp with jrasta the we this is quite the same tendency , with a slight increase of the error rate , if we go to timit . and then it 's it gets worse with the multilingual . there is a difference actually with b between plp and jrasta is that jrasta seems to perform better with the highly mismatched condition but slightly worse for the matched condition . no these are the s same noises , at least for the first for the matched , for the italian the results are stranger what appears is that perhaps spanish is not very close to italian because when using the network trained only on spanish it 's the error rate is almost twice the baseline error rate . there is another difference , is that the noise the noises are different . for the italian part the the networks are trained with noise from aurora ti digits , and perhaps the noise are quite different from the noises in the speech that italian . but actually there is something important , is that we made a lot of assumption concerning the on line normalization and we just noticed recently that the approach that we were using was not leading to very good results when we used the straight features to htk . what we see that is there is that the way we were doing this was not correct , when we use the networks our number are better that pratibha results . and the first thing is the alpha value . i used point five percent , which was the default value in the programs here . and pratibha used five percent . i assume that this was not important because previous results from dan and show that the both values g give the same results . it was true on ti digits but it 's not true on italian . second thing is the initialization of the actually , what we were doing is to start the recursion from the beginning of the utterance . and using initial values that are the global mean and variances measured across the whole database . and pratibha did something different is that he she initialed the values of the mean and variance by computing this on the twenty five first frames of each utterance . there were other minor differences , i changed the code and now we have a baseline that 's similar to the ogi baseline . the networks are retaining with these new features . act actually we have discussed @ these and we were thinking perhaps that the way we use the tandem is not if we trained the networks on the on a language and a t or a specific task , what we ask is to the network is to put the bound the decision boundaries somewhere in the space . and and ask the network to put one , at one side of the for a particular phoneme at one side of the boundary decision boundary and there is reduction of the information there that 's not correct because if we change task and if the phonemes are not in the same context in the new task , the decision boundaries are not should not be at the same place . but the way the feature gives the way the network gives the features is that it reduce completely the it removes completely the information a lot of information from the features by placing the decision boundaries at optimal places for one data what we were thinking about is perhaps one way to solve this problem is increase the number of outputs of the neural networks . context dependent phonemes . the way we do it now is that we have a neural network and the net network is trained almost to give binary decisions . and we plan to work also on the idea of using both features and net outputs . we have come up with different broad phonetic categories . and we have we have three types of broad phonetic classes . twenty seven broad classes . it 's it 's standard net with fewer classes . because i believe the effect that of too reducing too much the information is what happens one single kl to transform everything ","The meeting was dominated by a discussion of the first results coming
in. The process
and results were explained to the group, the implications of the
results discussed, and plans for moving forward were made. There have been four types of test, in which the training data
varies, and a variety of input features have been tried. "
Bro004.E,"i i 'm trying the htk with plp twelve on line delta and msg filter together . the combination , but i haven't result at this moment . ",
Bro004.F,but including the features . ,
Bro004.G,"could try to get the train the neural network trainings or the htk running under linux , and to start with i 'm wondering which one i should pick first . ",
Bro005.A,"i 'm for the table , but as it grows in size , it . s there is summary of what has been done summary of experiments since , since last week and also since the we 've started to run work on this . since last week we 've started to fill the column with features w with nets trained on plp with on line normalization but with delta also , but we have more results to compare with network using without plp and finally , hhh , ehhh pl delta seems very important . when we use the large training set using french , spanish , and english , you have one hundred and six without delta and eighty nine with the delta .  but , actually , for english training on timit is still better than the other languages . it 's multi english , we have a ninety one number , and training with other languages is a little bit worse . and , and here the gap is still more important between using delta and not using delta . if y if i take the training s the large training set , it 's we have one hundred and seventy two , and one hundred and four when we use delta . even if the contexts used is quite the same , except for the multi english , which is always one of the best . then we started to work on a large dat database containing , sentences from the french , from the spanish , from the timit , from spine , from english digits , and from italian digits . and actually we did this before knowing the result of all the data , we have to redo the the experiment training the net with , plp , but with delta . we have also started feature combination experiments . many experiments using features and net outputs together . and this is the results are on the other document . it 's the similar to the tandem that was proposed for the first . the multi stream tandem for the first proposal . the second is using features and klt transformed mlp outputs . and the third one is to u use a single klt trans transform features as as mlp outputs . we ju just to be clear , the numbers here are recognition accuracy . actually , if w we look at the table , the huge table , we see that for ti digits msg perform as as the plp , but this is not the case for italian what where the error rate is c is almost twice the error rate of plp . i don't exactly . perhaps the fact that the there 's no low pass filter , or no pre emp pre emphasis filter and that there is some dc offset in the italian , but that we need to sort out if want to get improvement by combining plp and msg because for the moment msg do doesn't bring much information . this is this is in the table . the number is fifty two , fift no , it 's the of eighteen of eighteen . it 's error rate , it 's er error rate ratio . we have nine let 's say ninety percent .  no .  and test across everything . discussion with hynek , sunil and pratibha for trying to plug in their our networks with their within their block diagram , where to plug in the network , after the feature , before as as a plugin or as a anoth another path , actually hynek would like to see , perhaps if you remember the block diagram there is , temporal lda followed b by a spectral lda for each critical band . and he would like to replace these by a network which would , make the system look like a trap . i started multi band mlp trainings , take exactly the same configurations , seven bands with nine frames of context , and we just train on timit , and on the large database , with spine and everything . i 'm starting to train also , networks with larger contexts . this would be something between traps and multi band because we still have quite large bands , and but with a lot of context also . we still have to work on finnish , to make a decision on which mlp can be the best across the different languages . for the moment it 's the timit network , and perhaps the network trained on everything . the next part of the document is , a summary of what everything that has been done . we have seventy nine m l ps trained on ten on ten different databases . as we mentioned , timit is the only that 's hand labeled , and perhaps this is what makes the difference . the other are just viterbi aligned . the observation is what we discussed already . the msg problem , the fact that the mlp trained on target task decreased the error rate . but when the m mlp is trained on the is not trained on the target task , it increased the error rate compared to using straight features . the fourth point is , the timit plus noise seems to be the training set that gives better the best network . the reason the reason is that the perhaps the target the task dependency the language dependency , and the noise dependency the e but this is still not clear i don't think we have enough result to talk about the language dependency . the timit network is still the best the fact that it 's hand labeled . but you have two effects , the effect of changing language and the effect of training on something that 's viterbi aligned instead of hand labeled . but but , perhaps it 's not really the alignment that 's bad ","This included reporting the results, and making conclusions to shape future work. The main topic for discussion by the Berkeley Meeting Recorder group was progress on the experiments run as part of the groups main project, a speech recogniser for the cellular industry. Also discussed were the details of the continued collaboration with project partner OGI. "
Bro005.A,"but the just the ph phoneme string that 's used for the alignment there might be errors just in the ph string of phonemes . this is not really the viterbi alignment , we can , we can tell which training set gives the best result , but we don't know exactly why .  the two of the main issues perhaps are still the language dependency and the noise dependency . and perhaps to try to reduce the language dependency , we should focus on finding some other training targets . for moment you use we use phonetic targets but we could also use articulatory targets , soft targets , and perhaps even , use networks that doesn't do classification but just regression and com compute features and noit not , nnn , features without noise . transform the fea noisy features in other features that are not noisy . perhaps , something like multi band trained on a lot of noises with features based targets could help . the future work is , try to connect to the to make to plug in the system to the ogi there are still open questions there , where to put the mlp thi this sh would be more working on the mlp as an additional path instead of an insert to the to their diagram . perhaps the insert idea is strange the way we want to do it perhaps is to just to get the vad labels and the final features . they will send us the provide us with the feature files , ",Also discussed were the details of the continued collaboration with project partner OGI. 
Bro005.B,"yes , and the baseline have i is eighty two . and first in the experiment one i do i use different mlp , and is that the multi english mlp is the better . for the ne rest of experiment i use multi english , and i try to combine different type of feature , but the result is that the msg three feature doesn't work for the italian database because never help to increase the accuracy .  another table . eighty . it 's plus six .  first the feature are without delta and delta , and we can see that in the situation , the msg three , the same help nothing . and then i do the same but with the delta and delta plp delta and delta . ","This included reporting the results, and making conclusions to shape future work. "
Bro005.C,"stephane was saying that they weren't hand labeled , the french and the spanish . they 've been running all the experiments and and i 've been w doing some work on the preparing all the data for them to train and to test on . right now , i 'm focusing mainly on this final project i 'm working on in jordan 's class . and i 'm just gonna see if that better models asynchrony in any way ",
Bro005.D,"you 've got some , xerox things to pass out ? for th the last column we use our imagination . a all of these numbers are with a hundred percent being , the baseline performance , baseline is eighty two . when you said the baseline system was eighty two percent , that was trained on what and tested on what ? that was , italian mismatched d digits , is the testing , and the training is italian digits ? the "" mismatch "" just refers to the noise and , microphone and forth , what that says is that in a matched condition , we end up with a fair amount worse putting in the plp . now w would do we have a number , i suppose for the matched i don't mean matched , but use of italian training in italian digits for plp only ? fifty two percent . no , fifty two percent of eighty two ? this is accuracy ! i 'm i k i keep getting confused because this is accuracy . and then adding the msg does nothing , actually , the answer for experiments with one is that adding msg , if you does not help in that case . then you 're assuming multi english is closer to the thing that you could use since you 're not gonna have matching , data for the for the new for the other languages and forth . it 's still it hurts you seems to hurt you a fair amount to add in this french and spanish . i wonder why what we 're saying is that one o one of the things that my interpretation of your s original suggestion is something like this , as motivation . when we train on data that is in one sense or another , similar to the testing data , then we get a win by having discriminant training . when we train on something that 's quite different , we have a potential to have some problems . guess the other thing is to take if one were to take , a couple of the most successful of these , try all these different tests . on the msg problem that in the in the short time solution that is , trying to figure out what we can proceed forward with to make the greatest progress , it 's in category that it 's , it may be complicated . and it might be if someone 's interested in it , certainly encourage anybody to look into it in the longer term , once we get out of this particular rush for results . but in the short term , unless you have some s strong idea of what 's wrong , but my guess would be that it 's something that is a simple thing that could take a while to find . that 's that what we were concerned about is that if it 's not on the target task if it 's on the target task then it helps to have the mlp transforming it . if it if it 's not on the target task , then , depending on how different it is , you can get a reduction in performance . yes there 's what you would expect in terms of a language dependency and a noise dependency . that is , when the neural net is trained on one of those and tested on something different , we don't do as as in the target thing . do you think the alignments are bad ? have you looked at the alignments what the viterbi alignment 's doing ? might be interesting to look at it . the pronunciation models and forth right , the multi english far is the best . "" multi english "" just means "" timit "" , that seems like a good thing to do , probably , not again a short term thing . but one of the core quote "" open questions "" for that is if we take the the best ones here , not just the best one , but the best few you want the most promising group from these other experiments . we know that there 's a mis there 's a loss in performance when the neural net is trained on conditions that are different than , we 're gonna test on , but if you look over a range of these different tests how do these different ways of combining the straight features with the mlp features , stand up over that range ? look at these different ways of combining it . and just look take that case and then look over all the different things . how does that compare between the all the different test sets , and for the couple different ways that you have of combining them . how do they stand up , over the we wanna get their path running here , if we can add this other as an additional path we first thing we 'd wanna do there is to make that when we get those labels of final features is that we get the same results as them . without putting in a second path . just th w to make that we have we understand properly what things are , our very first thing to do is to double check that we get the exact same results as them on htk . here the problem seems to be is that we don't have a hug a really huge net with a really huge amount of training data . but we have s f for this task , i would think , modest amount . a million frames actually isn't that much . we have a modest amount of training data from a couple different conditions , and then in that and the real situation is that there 's enormous variability that we anticipate in the test set in terms of language , and noise type ","The main topic for discussion by the Berkeley Meeting Recorder group was progress on the experiments run as part of the groups main project, a speech recogniser for the cellular industry. This included reporting the results, and making conclusions to shape future work. Also discussed were the details of the continued collaboration with project partner OGI. "
Bro005.D,"and channel characteristic , barry , you 've been pretty quiet . but that what were you involved in this primarily ? ",
Bro005.E,,
Bro007.A,,
Bro007.B,"today we 're looking at a number of things we 're trying do you e they mentioned made some when i was on the phone with sunil they mentioned some weighting scheme that was used to evaluate all of these numbers . and we don't have the ti digits part yet ? and have you put all these numbers together into a single number representing that ? that should be pretty easy to do and that would be good then we could compare the two and say what was better . the one place where it looks like we 're messing things up a bit is in the highly mismatched italian . one of the ideas that you had mentioned last time was having a second silence detection . we can't do it . how many words are in one of these test sets ? see the the reason i 'm asking is we have all these small differences and i don't know how to take them , right ? if you had just to give an example , if you had if you had a thousand words then tenth of a percent would just be one word , it wouldn't mean anything . it be 'd like to the sizes of these test sets were actually . also just to know the numbers , anyway if you could just mail out what those numbers are and then that be great . the silence plus the klt output ? it looks to me the same given that we have to take the filt ones out of the running because of this delay problem it looks to me like the ones you said i agree are the ones to look at but would add the second row one if we can how many words are in each and then dave dave promised to get us something tomorrow which will be there as far as they 've gotten friday and then we 'll operate with that do we fix the system tomorrow or do we fix the system on tuesday ? i except that we do have to write it up . what we do is we as soon as we get the data from them we start the training and forth but we start the write up right away because as you say there 's only minor differences between these . and i would i would i 'd like to see it edit it a bit anyway , sounds like there 'll be a lot to do just to work with our partners to fill out the tables over the next next few days yes , mean we have to actually get it done tuesday but my assumption is that we have to be done tuesday . then next thursday we can have a little aftermath and next meeting we can start talking a little bit about where we want to go from here in terms of the research . what things did you think of when you were doing this process that you just didn't really have time to adequately work on that would be pretty low maintenance to try it . the other thing that i will say is that the digits that we 're gonna record momentarily is starting to get are starting to get into a pretty good size collection and in addition to the speechdat we will have those to work with really pretty soon now that 's another source of data . ","They discussed most recent results, finalized plans to continue and discussed the work required and timing needed for completion of this stage of the project. "
Bro007.C,"it 's forty percent for ti digit , sixty for all the speechdat cars , generally what you observe with ti digits is that the result are very close whatever the system . not yet . actually ogi two is the baseline with the ogi features but this is not exactly the result that they have because they 've they 're still made some changes in the features and but actually our results are better than their results . don't know by how much because they did not send us the new results it seems f for the match and mismatched condition it 's it brings something . but actually there are there 's no room left for any silence detector at the server side because of the delay . no . it 's it depends the matched is generally larger than the other sets no they 're there is this silence in addition to the klt outputs it is because we just keep we don't keep all the dimensions after the klt we try to add the silence also in addition to the these twenty eight dimensions . we fixed on tuesday , you we could start soon , write up something . we will we 'll try to focus on these three architectures and perhaps i was thinking also a fourth one with just a single klt ","They discussed most recent results, finalized plans to continue and discussed the work required and timing needed for completion of this stage of the project. "
Bro007.D,it 's only one small experiment to happened . to apply also to in include also the silence of the mlp we have the fifty six form and the silence to pick up the silence and we include those . and we not s we are not if we pick we have the silence . ,"They discussed most recent results, finalized plans to continue and discussed the work required and timing needed for completion of this stage of the project. "
Bro008.A,"y actually , for the danish , there 's still some mystery because , when we use the straight features , we are not able to get these number with the icsi ogi one , that 's probably something wrong with the features that we get from ogi . and sunil is working on trying to check everything . this tuesday , hynek will try to push for trying to combine , different things ? first , to really have a look at the speech from these databases because , we tried several thing , but we did not really look at what 's happening , and where is the noise , and actually , there is one thing that generally we think that most of the errors are within phoneme classes , think it could be interesting to see if it i don't think it 's still true when we add noise , and we have the confusion ma the confusion matrices are very different when we have noise , and when it 's clean speech . and probably , there is much more between classes errors for noisy speech . perhaps we could have a large gain , just by looking at improving the , recognition , not of phonemes , but of phoneme classes , simply . again , it 's the thing that , we were thin thinking that it would work , but it didn't work . and , there is not a bug , but something wrong in what we are doing , perhaps . something wrong , perhaps in the just in the fact that the labels are what worked best is the hand labeled data . i don't know if we can get some hand labeled data from other languages . but that would be something interesting t to see . ",
Bro008.B,,
Bro008.C,"how much better was the best system than ours ? when is the development set the , test set results due ? now , i 'm interested in , looking at the experiments where you use , data from multiple languages to train the neural net . and i don't know how far , or if you guys even had a chance to try that , but that would be some it 'd be interesting to me . ",
Bro008.D,"i got , these results from , stephane . also , that , we might hear later today , about other results . that , there were some other very good results that we 're gonna wanna compare to . but , r our results from other places , most of the time , even even though it 's true that the overall number for danish we didn't improve it we have a little bit of time on that , actually . we have a day or when do you folks leave ? sunday ? until saturday midnight , we have even with these results as they are , it 's it 's really not that bad . and it looks like the overall result as they are now , even without , any bugs being fixed is that , on the other tasks , we had this average of , forty nine percent , or improvement . and here we have somewhat better than that than the danish , and somewhat worse than that on the german , but it sounds like , one way or another , the methods that we 're doing can reduce the error rate from mel ceptrum down by , fourth of them to , a half of them . that , one of the things that hynek was talking about was understanding what was in the other really good proposals and trying to see if what should ultimately be proposed is some , combination of things . cuz there 's things that they are doing there that we certainly are not doing . and there 's things that we 're doing that they 're not doing . we don't know yet . first place , there 's still this thing to work out , and second place second thing is that the only results that we have far from before were really development set results . it 's probably a good time to look at what 's really going on and seeing if there 's a way to combine the best ideas while at the same time not blowing up the amount of , resources used , but i it it looks like they did some , reasonable things , and they 're not things that we did , precisely . we did unreasonable things , which because we like to try strange things , and , and our things worked too . it 's possible that some combination of these different things that were done would be the best thing to do . but the only caveat to that is that everybody 's being real conscious of how much memory and how much cpu they 're using because these , standards are supposed to go on cell phones with m moderate resources in both respects . now , one of the things that 's about what we did is , we do have a , filtering , which leads to a , reduction in the bandwidth in the modulation spectrum , which allows us to downsample . as a result of that we have a reduced , transmission rate for the bits . in reality , if you put this system in into , the field , it would be twenty four hundred bits per second , not forty eight hundred . that 's a feature of what we did . probably the day after they leave , but we 'll have to stop it the day before we leave . tha the meeting is on the thirteenth and the , results are due like the day before the meeting since we have a bit farther to travel than some of the others , we 'll have to get done a little quicker . but , it 's just tracing down these bugs . just exactly this thing of , why these features seem to be behaving differently , in california than in oregon . the question is "" is there some advantage ? "" you could just take the best system and say that 's the standard . but that if different systems are getting at good things , a again within the constraint of the resources , if there 's something simple that you can do everything that we did could probably just be added on to what alcatel did , and i it 'd probably work pretty with them , too . the vad they both had , and , and they both had some on line normalization , it seems like the main different there is the , filtering . shouldn't take a lot of memory to do that and i also wouldn't think the cpu , would be much either for that part . if you can add those in then , you can cut the data rate in half . i 'm interested in hearing your thoughts about where you think we should go from this . we tried a lot of things in a hurry , and , if we can back off from this now and take our time with something , and not have doing things quickly be quite much the constraint , what you think would be the best thing to do . the other thing that strikes me , just looking at these numbers is , just taking the best cases , some of these , even with all of our wonderful processing , still are horrible kinds of numbers . but just take the best case , the matched german case after er matched danish after we the numbers we 're getting are about eight or nine percent error per digit . this is not usable , if you have ten digits for a phone number every now and then you 'll get it right . in a way , that 's , that 's the dominant thing ","This included some discussion of results, comparing various other groups' systems, issues involving the set up, and plans for future work. "
Bro008.D,"is that even , say on the development set that we saw , the , the numbers that , that alcatel was getting when choosing out the best single numbers , it was just it wasn't good enough for a real system . we still have to do . does a any you have any thoughts about what else y you 're thinking that you didn't get to that you would like to do if you had more time ? there were a lot of times when we 've tried something and it didn't work right away , even though we had an intuition that there should be something there . and then we would just stop it . and , one of the things i don't remember the details on , but i remember at some point , when you were working with a second stream , and you tried a low pass filtering to cepstrum , in some case you got but it was an msg like thing , but it wasn't msg , you y in some case you got some little improvement , and it seems to me that , if that is an important idea , which , might be , that one could work at it for a while , as you 're saying . and you had , you had the multi band things also , and , there was issue of that . barry 's going to be , continuing working on multi band things as we were just talking about , some , some work that we 're interested in . inspired by the by larry saul with the , learning articulatory feature in in the case of his paper with sonorance based on , multi band information where you have a combination of gradient learning an and , mean , they 're much better than they were , we 're talking about thirty to sixty percent , error rate reduction . that 's really great to do that in relatively short time . but even after that it 's still , poor that , no one could really use it . also , there was just the whole notion of having multiple nets that were trained on different data . one form of different data was is from different languages , but the other i m in those experiments it wasn't much combining multiple nets , it was a single net that had different first thing is would it be better if they were multiple nets , for some reason ? second thing is , never mind the different languages , just having acoustic conditions rather than training them all up in one , would it be helpful to have different ones ? ",
Bro008.E,"we trying again with the articulatory feature . because we tried we some one experiment that doesn't work . because , tsk do better some step the general , diagram . ",
Bro010.A,"what 's the allowable ? what were they thinking of changing it to ? a person i don't think a person can tell the difference between , a quarter of a second and a hundred milliseconds , i 'm not even if we can tell the difference between a quarter of a second and half a second . it just it feels quick . is the latency from the neural net caused by how far ahead you 're looking ? it seems like this thing could add to the latency . depending on where the window was that you used to calculate the signal to noise ratio . ","The group also touched upon matters that had broader implications for the work, such as the work of other groups on the same project. "
Bro010.B,"do you have news from the conference talk ? we 've a little bit worked on trying to see , what were the bugs and the problem with the latencies . we took first we took the lda filters and , we designed new filters , using recursive filters actually . we took the filters the fir filters and we designed , iir filters that have the same frequency response . similar , but that have shorter delays . and the low frequency band has sixty four milliseconds of delay , and the high frequency band filter has something like eleven milliseconds compared to the two hundred milliseconds of the iir filters . no . three hundred and thirty .  but , when we add up everything it 's it will be alright . sixty five , plus ten , plus for the downsampling , plus eighty five for the on line normalization . plus eighty for the neural net and pca . it would be around two hundred and forty and the best proposal had something like thirty or forty milliseconds of latency . actually , it 's a if you want to have a good estimation on non stationary noise you have to look in the future . they just look in the past . it works because the noise are , pret almost stationary that 's hard to do . ","The Berkeley Meeting Recorder Group discussed the progress of several of their members. The group also touched upon matters that had broader implications for the work, such as the work of other groups on the same project. "
Bro010.C,"no , nobody 's told me anything . no , that would have been a good thing to find out before this meeting , let 's assume for right now that we 're just plugging on ahead , because even if they tell us that , the rules are different , we 're still interested in doing what we 're doing . what are you doing ? you had a discussion with sunil about this though ? you should talk with him . no , because the whole problem that happened before was coordination , you need to discuss with him what we 're doing , cuz they could be doing the same thing and we just have to be in contact more . that the fact that we did that with had that thing with the latencies was indicative of the fact that there wasn't enough communication . that would be , a reduction of a hundred and thirty six milliseconds , what was the total we ended up with through the whole system ? that would be within ? just barely in there . two fifty , unless they changed the rules . which there is there 's some discussion of . the people who had very low latency want it to be low very narrow , latency bound . and the people who have longer latency don't . unfortunately we 're the main ones with long latency , to get down to forty or fifty milliseconds we 'd have to throw out most of what we 're doing . we could cut we else , we could cut down on the neural net time by , playing around a little bit , going more into the past ,  one thing that would be no good to find out about from this conference call is that what they were talking about , what they 're proposing doing , was having a third party , run a good vad , and determine boundaries . and then given those boundaries , then have everybody do the recognition . they argued about that yesterday i don't know the answer but we should find out . there 's a lot of different ways of computing the noise spectrum . not necessarily . cuz if you don't look into the future , but what does what does alcatel do ? and france telecom . y you 're talking about non stationary noise but that spectral subtraction is rarely is not gonna work really for non stationary noise , but it 's hard to we can talk about a couple other things briefly , you 're coming up with your quals proposal , y you want to talk c two or three minutes about what we 've been talking about today and other days ? there 's also this , echo cancellation that we 've been chasing , and when we 're saying these digits now we do have a close microphone signal and then there 's the distant microphone signal . and you could as a baseline say , "" given that we have both of these , we should be able to do , a cancellation . "" that , we , essentially identify the system in between the linear time invariant system between the microphones and re and invert it , or cancel it out to some reasonable approximation ","The Berkeley Meeting Recorder Group discussed the progress of several of their members. The group also touched upon matters that had broader implications for the work, such as the work of other groups on the same project. There were also some progress reports from group members working on other projects. "
Bro010.D,"yesterday morning on video conference . also we were thinking to , apply the spectral subtraction from ericsson and to change the contextual klt for lda . to change and use lda discriminative . ",
Bro010.E,"but i 'm , looking into extending the work done by larry saul and john allen and mazin rahim . they have a system that 's , a multi band , system but their multi band is a little different than the way that we 've been doing multi band in the past , where where we 've been @ @ taking sub band features and i training up these neural nets and on phonetic targets , and then combining them some somehow down the line , they 're taking sub band features and , training up a detector that detects for , these phonetic features and h he shows that using this method to detect sonorance is it 's very robust compared to , to typical , full band gaussian mixtures estimations of sonorance . that 's just one detector . you can imagine building many of these detectors on different features . you get enough of these detectors together , then you have enough information to do , higher level discrimination , discriminating between phones and then you keep working your way up until you build a full recognizer . that 's the direction which i 'm thinking about going in my quals . ",There were also some progress reports from group members working on other projects. 
Bro010.F,"we 're interested in , methods for far mike speech recognition , mainly , methods that deal with the reverberation in the far mike signal . one approach would be , say msg and plp , like was used in aurora one and , there are other approaches which actually attempt to remove the reverberation , instead of being robust to it like msg . and we 're interested in , comparing the performance of a robust approach like msg with these , speech enhancement or de reverber de reverberation approaches . ",There were also some progress reports from group members working on other projects. 
Bro011.A,"you guys had a meeting with with hynek which i unfortunately had to miss . everybody knows what happened except me . was there any conclusion about that ? g the key thing for me is figuring out how to better coordinate between the two sides was talking with hynek about it later and the had the sense that neither group of people wanted to bother the other group too much . but that you were waiting for them to tell you that they had something for you and they were waiting for you and we ended up with this thing where they were filling up all of the possible latency themselves , just talk more . let 's let 's , that as we said before that one of the things that we 're imagining is that there will be in the system we end up with there 'll be something to explicitly do something about noise in terms of think they were using ericsson 's approach suggest actually now we sorta move on and hear what 's what 's happening in other areas like what 's happening with your investigations about echos and on . and don't know if we 've talked lately about the plans you 're developing that we talked about this morning but that 's all that 's is a certainly relevant study mean , there 's these issues of what are the variables that you use and do you combine them using the soft "" and or "" or you do something , more complicated and why don't you tell us again about this database ? when was mark randolph there , or ? he 's he 's at motorola now . the only hesitation i had about it since , haven't see the data is it sounds like it 's continuous variables and a bunch of them . i don't know how complicated it is to go from there what you really want are these binary labels , and just a few of them . and there 's a trivial mapping if you wanna do it and it 's e but it i worry a little bit that this is a research project in itself , whereas if you did something instead that like having some manual annotation by linguistics students , this would there 'd be a limited s set of things that you could do a as per our discussions with john before course then , that 's the other question is do you want binary variables . what 's next ? your plan for you guys ' plan for the next week is just continue on these same things we 've been talking about for aurora and you have a big list of things to do . that 's good . ","This included a recap of a meeting with one of the members of their research partner OGI. The Berkeley Meeting Recorder Group met to discuss their recent progress. There were progress reports from group members working on echo cancellation, acoustic feature detection, and HTK optimization, along with discussion of many issues arising from this topics. "
Bro011.B,"they 're training up nets to try to recognize these acoustic features ? that people have done studies like that w way back can't remember where wisconsin or someplace that used to have a big database of researcher at a t andt a while back that was studying , trying to do speech recognition from these kinds of features . but i know remember it had to do with positional parameters and trying to m do speech recognition based on them . i could say a little bit about w 've been playing with . wanted to do this experiment to see what happens if we try to improve the performance of the back end recognizer for the aurora task and see how that affects things . and then com and then optimize the b htk system and run that again . look at the difference there and then do the same thing for the icsi ogi front end . 'm looking at the italian right now . one of the first things of was the fact that they use the same number of states for all of the models and just looked at , the number of phones in each one of the digits . and when i did that for the italian digits , i got a number of states , ranging on the low end from nine to the high end , eighteen . and their guess of eighteen states seems to be pretty matched to the two longest words of the italian digits , but for the most of the words are sh much shorter . the majority of them wanna have nine states . and theirs are s twice as long . and it turns out that the longest words are actually the ones that do the best . 'm going to try to create more word specific prototype h m ms to start training from . 'll , the next experiment i 'm gonna try is to just create models that seem to be more w matched to my guess about how long they should be . ","There were progress reports from group members working on echo cancellation, acoustic feature detection, and HTK optimization, along with discussion of many issues arising from this topics. "
Bro011.C,"first we discussed about some of the points that i was addressing in the mail i sent last week . about the the downsampling problem . and about the f the length of the filters try it "" . we should have a look first at , perhaps , the modulation spectrum . the i this idea of trying to find filters with shorter delays . we started to work with this . and the third point was the the on line normalization where , the recursion f recursion for the mean estimation is a filter with some delay for this , the conclusion of hynek was , "" we can try it but "" that was that 's all we discussed about . but there was also problem perhaps a problem of communication . now we will try to carmen is just looking at the ericsson code . is it the guy that was using the pattern of pressure on the tongue we can try to have some new baseline for next week perhaps . with all these minor things modified . ",This included a recap of a meeting with one of the members of their research partner OGI. 
