meeting,original,extractive,abstractive
Bro015.C,"alright . it will be some sometime in summer . july or august , or .   the news more specifically t for aurora  guess there was again a conference call but they are not decide on everything yet . for the vad they probably they will do something like having some idealized vad that they could run on the channel zero of the speechdat car and then take the same end points and apply them on channel one it 's  to the clean and take the end points for the noisy .  but i am not this is decided yet .  probably the same vad for everybody .   but this is still they 're still not decided . don't  nothing much .  probably the these weight things , they will apply the same weighting scheme for ti digits than for the speechdat car . it would be weighting of  it would be an average of improvements rather than an average of word error rates which would make the more clean parts of ti digits more important than they are right now . this they t they will tend to go this way , but  if we have the result for the tandem with msg also @ it was t there is no surpri there is no surprise . there is nor significant improvement . that 's all . we 've started to work on some report for the work we 've not much more results .   it 's next week ,     right now , sunil seems i is in india actually . there is no progress from their side neither . and i 'm  sunil was working on this . he sent a bunch of results  but i don't 's the status of this . it was just the result that he sent ,  he just used the spectral subtraction and the lda filters and it was not better than what we had before . then he tried to put the on line normalization and it did not improve further , putting the on line normalization ,     no . i sent mails to start the process and we should have to we know most what we have to put in this . and .  we m  i don't know but it 's the company who prepared the italian database , it was is it alcatel , or ? i i don't know .  it 's was playing with the number of states per word . they had sixteen , seventeen , eighteen . because it was around between sixteen and twenty or  and they had better results when they increased the number of states . from eighteen to twenty , or d ' you put two ?  maria carmen ? ",,
Bro015.D,"alright . i wanted to mention a couple little bits of news . hynek is supposed to come for a couple days next week . don't know which days yet . hopefully he 'll have some intensive time to work with people . the second thing is that we 're starting to talk about having sunil come here for some chunk of the summer . that may or may not happen but if he does since actually pratibha is going to be off at ibm the effort will shift here , cuz sunil will be here and other people are working on other things  that 's my news .  there you go . it may not happen . he wants think he wants some experience someplace else and he 's thinking of going someplace , but it 's pratibha is getting her experience going to ibm and he may come here .  but y i don't know june . earlier . but anyway , hynek will be here next week and he 'll know more about it .  take a real vad but apply it to the clean data .  and i when they 're talking about it , do you have the impression that they 're talking about a particular vad which everybody would use ? or just that everybody would use the same procedure ?   sounds like they 're still arguing .      but it sounds like none of this is really decided , that this is how things are leaning and  you have a you have a lunch talk sometime in when is it ? next week ?    it sounds like things are slowing down a bit ? and trying to collate results ? and get something from it ?  right . right . but that puts it on us to do it . but . puts it on us to put more in , then , really . who 's was looking at the combination of spectral s subtraction approaches with what we had  what was that again ?  and      i i g guess nothing has ever happened about making a standardized place where the software sits that people can work with it , and upgrade it ?  let 's come back to this later .  chuck , did you get a chance to do anymore with the htk , or ?  u  this may be a very short meeting .  anything from your side ?   dave ?    wh who 's they ?    let 's see . why don't we if there aren't any other major things , why don't we do the digits , and then turn the mikes off . 'll start .   ",,
Bro015.E,"yes . but , no . this week i 'm i am begin to write the report on i stopped it . interfered .   my name is maria . this .  ",,
Bro015.F, i need a new office mate .  that 's right . continuing readings we come we 're doing some background reading on phonetics .  ,,
Bro016.A,"hello ? hello ? voicing thing .   right . continuing looking at , ph phonetic events , and , this tuesday gonna be , meeting with john ohala with chuck to talk some more about these , ph phonetic events . came up with , a plan of attack , gonna execute , and   it 's that 's it .  you you want details .   i was hoping i could wave my hands .    once wa i was thinking getting us a set of acoustic events to to be able to distinguish between , phones and words and and once we we would figure out a set of these events that can be , hand labeled or derived , from h the hand labeled phone targets . we could take these events and , do some cheating experiments , where we feed , these events into an sri system , and evaluate its performance on a switchboard task .    give you an example of twenty odd events .  he in this paper , it 's talking about phoneme recognition using acoustic events . things like frication or , nasality .  this is a paper by hubener and cardson benson bernds berndsen .      good . that 's great .        using these events , we can perform these , cheating experiments . see how good they are , in , in terms of phoneme recognition or word recognition . and ,  and then from that point on , i would , s design robust event detectors , in a similar , wa spirit that saul has done w with his graphical models , and this probabilistic and or model that he uses .  try to extend it to , to account for other phenomena like , cmr co modulation release . and ,  and also investigate ways to modify the structure of these models , in a data driven way , similar to the way that , jeff , bilmes did his work .  and while i 'm doing these , event detectors , ma mea measure my progress by comparing , the error rates in clean and noisy conditions to something like , neural nets .  and  once we have these , event detectors , we could put them together and feed the outputs of the event detectors into the sri , system , and ,  and test it on switchboard or , even aurora and , that 's the big picture of the plan .      ","continuing looking at , ph phonetic events , and , this tuesday gonna be , meeting with john ohala with chuck to talk some more about these , ph phonetic events . came up with , a plan of attack , it 's that 's it . i was thinking getting us a set of acoustic events to to be able to distinguish between , phones and words and we would figure out a set of these events that can be , hand labeled or derived , from h the hand labeled phone targets . we could take these events and , do some cheating experiments , where we feed , these events into an sri system , and evaluate its performance on a switchboard task . he in this paper , it 's talking about phoneme recognition using acoustic events . things like frication or , nasality . this is a paper by hubener and cardson benson bernds berndsen . ","Although the members of ICSI's Meeting Recorder Group at Berkeley had little progress to report, there were still a number of issues relating to their work to discuss. These included making plans for upcoming experiments, clarifying definitions, and approaches which may or may not be against the rules of the Aurora project, alongside alternatives that would not be. "
Bro016.B,"channel one .   alright .    it 's much more balanced with , when the front end is more robust .  i could look at it at this .   i don't know . i don't have this in       there 's nothing new .  i 'm  we 've been mainly working on the report and  on the report of the work that was already done .   that 's all . yea  y we 've stopped , experimenting , we 're just writing some technical report . and        we didn't we just planned to work on it one week on this report , not no more , anyway .       don't know . there are small things that we started to do . but    and actually , there were some tables that were also with partial results . we just noticed that , wh while gathering the result that for some conditions we didn't have everything . but anyway .   we have , extracted actually the noises from the speechdat car . and we can train neural network with speech and these noises .  it 's difficult to say what it will give , because when we look at the aurora the ti digits experiments , they have these three conditions that have different noises , and this system perform as on the seen noises on the unseen noises and on the seen noises . but , this is something we have to try anyway .  adding the noises from the speechdat car .    ogi does did that .  at some point they did that for the voice activity detector . right ?  they used some parts of the , italian database to train the voice activity detector , it  and spanish ,   that 's right .   different cars .        what do we like , we have male , female , at least .      do you have something simple in mind for vocal tract length normalization ?       almost ,    this noise ,  the msg   there is something perhaps , i could spend some days to look at this thing , cuz it seems that when we train networks on let 's say , on timit with msg features , they look as good as networks trained on plp . but ,  when they are used on the speechdat car data , it 's not the case  the msg features are much worse , and they 're , less more sensitive to different recording conditions , or shou  but  i don't know . i cannot tell . but it 's it the error rate is higher . i don        but  but , it 's d it 's after it 's tandem features ,    we have estimation of post posteriors with plp and with msg as input , don  i don't know .       we should look at the likelihood , or what ? or  at the log , perhaps , and    but yes . no , they are not no .    but , my point was more that it works sometimes and but sometimes it doesn't work .  ","there 's nothing new . we 've been mainly working on the report on the report of the work that was already done . y we 've stopped , experimenting , we 're just writing some technical report .   actually , there were some tables that were also with partial results . we just noticed that , wh while gathering the result that for some conditions we didn't have everything . we have , extracted actually the noises from the speechdat car . we can train neural network with speech and these noises . it 's difficult to say what it will give , this is something we have to try anyway . adding the noises from the speechdat car .  ogi does did that . at some point they did that for the voice activity detector . and spanish , different cars . ","Although the members of ICSI's Meeting Recorder Group at Berkeley had little progress to report, there were still a number of issues relating to their work to discuss. "
Bro016.B,"and it works on ti digits and on speechdat car it doesn't work , and            there is also the spectral subtraction , which ,  we should , try to integrate it in our system .   but , that would involve to use a big a al already a big bunch of the system of ericsson . because he has spectral subtraction , then it 's followed by , other processing that 's are dependent on the if it 's speech or noi or silence . and there is this spectral flattening after if it 's silence , and and s it 's important , to reduce this musical noise and this increase of variance during silence portions .   this was in this would involve to take almost everything from the this proposal and and then just add some on line normalization in the neural network .     ","there is also the spectral subtraction , we should , try to integrate it in our system . that would involve to use a big a al already a big bunch of the system of ericsson . because he has spectral subtraction , then it 's followed by , other processing that 's are dependent on the if it 's speech or noi or silence . and s it 's important , to reduce this musical noise and this increase of variance during silence portions . this was in this would involve to take almost everything from the this proposal and then just add some on line normalization in the neural network . ",
Bro016.C,"test . i don't have results yet . to try to found , nnn , robust feature for detect between voice and unvoice . and we w we try to use the variance of the es difference between the fft spectrum and mel filter bank spectrum . also the another parameter is relates with the auto correlation function . r ze energy and the variance a also of the auto correlation function .  but we don't have res we don't have result of the auro for aurora yet . we need to train the neural network and no , not yet . we work in the report , too , because we have a lot of result , they are very dispersed , and was necessary to look in all the directory to give some more structure . hm no . for icsi . just summary of the experiment and the conclusion and something like that . in july . first of july .  it 's not . for a v vad .  ","i don't have results yet . we work in the report , too , because we have a lot of result , they are very dispersed , and was necessary to look in all the directory to give some more structure . for icsi . just summary of the experiment and the conclusion first of july . ","Although the members of ICSI's Meeting Recorder Group at Berkeley had little progress to report, there were still a number of issues relating to their work to discuss. "
Bro016.D,"  i took a lot of time just getting my taxes out of the way multi national taxes . i 'm starting to write code now for my work but i don't have any results yet . i it would be good for me to talk to hynek , when he 's here . do what his schedule will be like ?  y     w for two thousand i did .  ye  i 'll still have a bit of canadian income but it 'll be less complicated because i will not be a considered a resident of canada anymore , won't have to declare my american income on my canadian return . hey , barry ? can you give an example of an event ?  ",i took a lot of time just getting my taxes out of the way i 'm starting to write code now for my work but i don't have any results yet . can you give an example of an event ? ,"Although the members of ICSI's Meeting Recorder Group at Berkeley had little progress to report, there were still a number of issues relating to their work to discuss. These included making plans for upcoming experiments, clarifying definitions, and approaches which may or may not be against the rules of the Aurora project, alongside alternatives that would not be. "
Bro016.E,"let 's see . test ? test ?   i was saying hynek 'll be here next week , wednesday through friday through saturday , and , i won't be here thursday and friday . but my suggestion is that , at least for this meeting , people should go ahead , cuz hynek will be here , and , we don't have any czech accent yet , as far as i know ,  there we go .  other than reading digits , what 's our agenda ?   do you think that would be the case for next week also ? or is , what 's your projection on ? cuz the one thing that seems to me we really should try , if you hadn't tried it before , because it hadn't occurred to me it was an obvious thing is , adjusting the , sca the scaling and , insertion penalty sorta right .  but you were looking at mel cepstrum . right . right . i it 's not the direction that you were working with that we were saying what 's the what 's the best you can do with mel cepstrum . but , they raised a very valid point , which , to first order you have other things you were gonna do , but to first order , i would say that the conclusion is that if you , do , some monkeying around with , the exact htk training and @ @ with , how many states and forth , that it doesn't particularly improve the performance . in other words , that even though it sounds pretty dumb , just applying the same number of states to everything , more or less , no matter what language , isn't bad . right ? and you hadn't gotten to all the experiments you wanted to do with number of gaussians , but , let 's just if we had to draw a conclusion on the information we have far , we 'd say something like that . right ? the next question to ask , which is the one that andreas was dre addressing himself to in the lunch meeting , is , we 're not supposed to adjust the back end , but anybody using the system would .  if you were just adjusting the back end , how much better would you do , in noise ? because the language scaling and insertion penalties and forth are probably set to be about right for mel cepstrum . but , they 're probably not set right for these things , particularly these things that look over , larger time windows , in one way or another with lda and klt and neural nets and all these things . in the fa past we 've always found that we had to increase the insertion penalty to correspond to such things .  that 's , @ @ that 's first order thing that we should try . ","i was saying hynek 'll be here next week , wednesday through friday through saturday , i won't be here thursday and friday . but my suggestion is that , at least for this meeting , people should go ahead , cuz hynek will be here , do you think that would be the case for next week also ? what 's your projection on ? cuz the one thing that seems to me we really should try , if you hadn't tried it before , because it hadn't occurred to me is , adjusting the , sca the scaling and , insertion penalty sorta but you were looking at mel cepstrum . i it 's not the direction that you were working with that we were saying what 's the what 's the best you can do with mel cepstrum . the next question to ask , which is the one that andreas was dre addressing himself to in the lunch meeting , is , we 're not supposed to adjust the back end , but anybody using the system would . if you were just adjusting the back end , how much better would you do , in noise ? because the language scaling and insertion penalties and forth are probably set to be about right for mel cepstrum . but , they 're probably not set right for these things , ","Plans were also made with regard to a visitor from research partner OGI These included making plans for upcoming experiments, clarifying definitions, and approaches which may or may not be against the rules of the Aurora project, alongside alternatives that would not be. "
Bro016.E,"by "" our front end "" take , the aurora two s take some version that stephane has that is , our current best version of something .  y don't wanna do this over a hundred different things that they 've tried but , for some version that you say is a good one .   how much , does it improve if you actually adjust that ? but it is interesting . you say you have for the noisy how about for the mismatched or the or the medium mismatched conditions ? have you ? when you adjusted those numbers for mel cepstrum , did it ?       and ,  also , sometimes if you run behind on some of these things , we can get someone else to do it and you can supervise but but it would be it 'd be good to know that .      cuz , the other that , might have been part of what , the difference was at least part of it that we were seeing . remember we were seeing the sri system was much better than the tandem system . part of it might just be that the sri system , they always adjust these things to be optimized , and yes . you can .   part of what 's going on , is the , the range of values . if you have something that has a much smaller range or a much larger range , and taking the appropriate root .  if something is like the equivalent of a bunch of probabilities multiplied together , you can take a root of some sort . if it 's like seven probabilities together , you can take the seventh root of it or if it 's in the log domain , divide it by seven . but but ,  that has a similar effect because it changes the scale of the numbers of the differences between different candidates from the acoustic model as opposed to what 's coming from the language model .  it 's more directly like the language scaling or the , the model scaling or acoustic scaling , but that those things have similar effect to the insertion penalty anyway . they 're a slightly different way of handling it .     that 's why that 's another reason other than curiosity as to why i it would be kinda neat to find out if we 're way off . the other thing is , are aren't we seeing ? y i 'm you 've already looked at this bu in these noisy cases , are ? we are seeing lots of insertions . right ? the insertion number is quite high ? i know the vad takes pre care of part of that , but  wha what 's a typical number ? do we ? you don't know .  i 'm it 's more balanced , but it wouldn't surprise me if there 's still ","by "" our front end "" take , the aurora two s take some version that stephane has that is , our current best version of something . how much , does it improve if you actually adjust that ? when you adjusted those numbers for mel cepstrum , did it ? but it would be it 'd be good to know that . part of what 's going on , is the , the range of values . if you have something that has a much smaller range or a much larger range , and taking the appropriate root . if something is like the equivalent of a bunch of probabilities multiplied together , you can take a root of some sort . because it changes the scale of the numbers of the differences between different candidates from the acoustic model as opposed to what 's coming from the language model . it 's more directly like the language scaling or the , the model scaling or acoustic scaling , ",
Bro016.E,"in the old systems we used to do , i i remember numbers like insertions being half the number of deletions , as being and both numbers being tend to be on the small side comparing to , substitutions . right . right .  and it may be less of a critical thing . the fact that some get by may be less of a critical thing if you , get things in the right range . the insertions is a symptom . it 's a symptom that there 's something , wrong with the range . but there 's your substitutions tend to go up as that , the most obvious thing is just the insertions , @ @ . but   if you 're operating in the wrong range that 's why just in general , if you change what these penalties and scaling factors are , you reach some point that 's a minimum .    we do have to do over a range of different conditions , some of which are noisier than others .  but , we may get a better handle on that if we see we ca it 's if we actually could pick a more stable value for the range of these features , it , could  even though it 's it 's true that in a real situation you can adjust the these scaling factors in the back end , and it 's ar artificial here that we 're not adjusting those , you certainly don't wanna be adjusting those all the time . and if you have a front end that 's in roughly the right range i remember after we got our more or less together in the previous systems we built , that we tended to set those scaling factors at standard level , and we would rarely adjust them again , even though you could get a for an evaluation you can get an extra point if you tweaked it a little bit . but , once we knew what rou roughly the right operating range was , it was pretty stable , and we might just not even be in the right operating range . no . you don't wanna change it for different conditions . no . no . i what i 'm saying  it depends how much we wanna do gamesmanship and how much we wanna do i if he it to me , actually , even if you wanna be play on the gamesmanship side , it can be kinda tricky . what you would do is set the scaling factors , that you got the best number for this point four five times the and on . but they might change that those weightings .    sorta think we need to explore the space . just take a look at it a little bit . and we may just find that we 're way off . we 're not .  as for these other things , it may turn out that , it 's reasonable . ","if you 're operating in the wrong range that 's why just in general , if you change what these penalties and scaling factors are , you reach some point that 's a minimum . we do have to do over a range of different conditions , some of which are noisier than others . but , we may get a better handle on that if we see it 's if we actually could pick a more stable value for the range of these features , it , could even though it 's it 's true that in a real situation you can adjust the these scaling factors in the back end , and it 's ar artificial here that we 're not adjusting those , you certainly don't wanna be adjusting those all the time . and if you have a front end that 's in roughly the right range i remember after we got our more or less together in the previous systems we built , that we tended to set those scaling factors at standard level , and we would rarely adjust them again , as for these other things , it may turn out that , it 's reasonable . ",
Bro016.E,"but then andreas gave a very reasonable response , and he 's probably not gonna be the only one who 's gonna say this in the future of , people within this tight knit community who are doing this evaluation are accepting , more or less , that these are the rules . but , people outside of it who look in at the broader picture are certainly gonna say "" minute . you 're doing all this standing on your head , on the front end , when all you could do is just adjust this in the back end with one s one knob . "" and we have to at least , determine that 's not true , which would be or determine that it is true , in which case we want to adjust that and then continue with what we 're doing . and as you say as you point out finding ways to then compensate for that in the front end also then becomes a priority for this particular test , and saying you don't have to do that .    what 's new with you ? what 's old with you that 's developed ? you  what 's old with you that has developed over the last week or two ? what was that ? what 's going on now ? what are you doing ?    that 's that 's what you were describing , a week or two ago .   you 're training neural networks now ? what wha wh wha what 's going on ?  b  i if summarize , what 's going on is that you 're going over a lot of material that you have generated in furious fashion , f generating many results and doing many experiments and trying to pull it together into some coherent form to be able to see wha see what happens . yes ?   my suggestion , though , is that you not necessarily finish that . but that you put it all together that it 's you 've got a clearer structure to it . what things are , you have things documented , you 've looked things up that you needed to look up . that , that such a thing can be written . and , when do you leave again ? first of july ?  and that you figure on actually finishing it in june . because , you 're gonna have another bunch of results to fit in there anyway . and right now it 's important that we actually go forward with experiments . it 's good to pause , and to gather everything together and make it 's in good shape , that other people can get access to it and that it can go into a report in june . but to really work on fine tuning the report n at this point is probably bad timing , but you ma you may really wanna add other things later anyway because you there 's more to go ? ","andreas gave a very reasonable response , and he 's probably not gonna be the only one who 's gonna say this in the future people within this tight knit community who are doing this evaluation are accepting , more or less , that these are the rules . but , people outside of it who look in at the broader picture are certainly gonna say "" minute . you 're doing all this standing on your head , on the front end , when all you could do is just adjust this in the back end with one s one knob . "" we have to at least , determine that 's not true , and as you say as you point out finding ways to then compensate for that in the front end also then becomes a priority for this particular test , what 's new with you ? what 's old with you that has developed over the last week or two ? what wha wh wha what 's going on ? i if summarize , what 's going on is that you 're going over a lot of material that you have generated in furious fashion , f generating many results and doing many experiments and trying to pull it together into some coherent form to be able to see wha see what happens . my suggestion , though , is that you not necessarily finish that . but that you put it all together that it 's you 've got a clearer structure to it . what things are , you have things documented , you 've looked things up that you needed to look up . that , that such a thing can be written . when do you leave again ? and that you figure on actually finishing it in june . because , you 're gonna have another bunch of results to fit in there anyway . and right now it 's important that we actually go forward with experiments . it 's good to pause , and to gather everything together and make it 's in good shape , that other people can get access to it and that it can go into a report in june . but to really work on fine tuning the report n at this point is probably bad timing , ","Although the members of ICSI's Meeting Recorder Group at Berkeley had little progress to report, there were still a number of issues relating to their work to discuss. There was also debate about the necessary continuation of a group report. "
Bro016.E,"that 's that 's , that 's permitted ?   that 's a matter of interpretation . the rules as i understand it , is that in principle the italian and the spanish and the english no , italian and the finnish and the english ? were development data on which you could adjust things . and the german and danish were the evaluation data . and then when they finally actually evaluated things they used everything .   and it is true that the performance , on the german was even though the improvement wasn't good , the pre the raw performance was really pretty good .  and , it doesn't appear that there 's strong evidence that even though things were somewhat tuned on those three or four languages , that going to a different language really hurt you . and the noises were not exactly the same . right ? because it was taken from a different ,  they were different drives . it was actual different cars and on .  it 's somewhat tuned . it 's tuned more than , a a you 'd really like to have something that needed no particular noise just some white noise like that a at most . but that 's not really what this contest is .  it 's that 's something i 'd like to understand before we actually use something from it , because it would it 's true , except that , that 's what we used in aurora one , and then they designed the things for aurora two knowing that we were doing that .  no . but , that it it probably would be the case that if , say , we trained on italian , data and then , we tested on danish data and it did terribly , that it would look bad . and someone would notice and would say "" look . this is not generalizing . "" i would hope tha i would hope they would .  but , it 's true . there 's parameters that other people have used th that they have tuned in some way for other things . it 's , we should we should that 's topic especially if you talk with him when i 'm not here , that 's a topic you should discuss with hynek to , double check it 's social security number what information do   right . again , i if you had the whole system you were optimizing , that would be easy to see . but if you 're supposedly just using a fixed back end and you 're just coming up with a feature vector , w i 'm not having the two nets suppose you detected that it was male , it was female you come up with different   it 's an interesting thought . having something along the you can't really do vocal tract normalization . but something that had some of that effect being applied to the data in some way .  ","that 's permitted ? the rules as i understand it , is that in principle the italian and the spanish and the english italian and the finnish and the english ? were development data on which you could adjust things . and the german and danish were the evaluation data . and then when they finally actually evaluated things they used everything . it doesn't appear that there 's strong evidence that even though things were somewhat tuned on those three or four languages , that going to a different language really hurt you . and the noises were not exactly the same . they were different drives . it 's tuned more than , a a you 'd really like to have something that needed no particular noise but that 's not really what this contest is . that 's something i 'd like to understand before we actually use something from it , except that , that 's what we used in aurora one , and then they designed the things for aurora two knowing that we were doing that . no . but , that it it probably would be the case that if , say , we trained on italian , data and then , we tested on danish data and it did terribly , that it would look bad . and someone would notice that 's topic especially if you talk with him when i 'm not here , that 's a topic you should discuss with hynek to , double check it 's ","These included making plans for upcoming experiments, clarifying definitions, and approaches which may or may not be against the rules of the Aurora project, alongside alternatives that would not be. Plans were also made with regard to a visitor from research partner OGI "
Bro016.E,"but just listen to yourself . that really doesn't sound like a real time thing with less than two hundred milliseconds , latency that and where you 're not adjusting the statistical engine that just   no . not just expensive . i don't see how you could possibly do it . you can't look at the whole utterance and do anything . you can only right ? each frame comes in and it 's gotta go out the other end .    you can do ,  fairly quickly you can do male female f male female but as far as , like bbn did a thing with , vocal tract normalization a ways back . other people did too . with , l trying to identify third formant average third formant using that as an indicator of  third formant i if you imagine that to first order what happens with , changing vocal tract is that , the formants get moved out by some proportion if you had a first formant that was one hundred hertz before , if the fifty if the vocal tract is fifty percent shorter , then it would be out at seven fifty hertz , and on . that 's a move of two hundred fifty hertz . whereas the third formant which might have started off at twenty five hundred hertz , might be out to thirty seven fifty , it 's at  although , you frequently get less distinct higher formants , it 's still third formant 's reasonable compromise , and if i recall correctly , they did something like that . and but that doesn't work for just having one frame that 's more like looking at third formant over a turn like that , and   but on the other hand , male female is a is a much simpler categorization than figuring out a factor to , squish or expand the spectrum .  y you could imagine that just like we 're saying voiced unvoiced is good to know male female is good to know also .  but , you 'd have to figure out a way to , incorporate it on the fly . as you say , one thing you could do is simply , have the male and female output vectors tr nets trained only on males and n trained only on females or or ,  but  i don't know if that would really help , because you already have males and females and it 's putting into one net .  is it ? do   y you 're you were saying before ? shouldn't be . they should be less r right ? wh ? but let me ask you this . what 's the , do you kno recall if the insertions were higher with msg ? but you should always look at insertions , deletions , and substitutions .   msg is very , very dif plp is very much like mel cepstrum . msg is very different from both of them . ",,
Bro016.E,"if it 's very different , then this is the thing 'm really glad andreas brought this point up . i had forgotten to discuss it .  you always have to look at how this these adjustments , affect things . and even though we 're not allowed to do that , again we could reflect that back to our use of the features . if it if the problem might be that the range of the msg features is quite different than the range of the plp or mel cepstrum . and you might wanna change that .   that means they 're between zero and one . but i it doesn't necessarily they could be ,  do doesn't tell you what the variance of the things is . right ? cuz if you 're taking the log of these things , it could be ,  knowing what the sum of the probabilities are , doesn't tell you what the sum of the logs are .    or what what you 're the thing you 're actually looking at . your the values that are actually being fed into htk . what do they look like ? right . they 're kinda like log probabilities is what i was saying . almost . but then you actually do a klt on them .  they aren't normalized after that , are they ? no .   right . the question is whatever they are at that point , are they something for which taking a square root or cube root or fourth root like that is gonna be a good or a bad thing ?  and that 's something that nothing else after that is gonna things are gonna scale it subtract things from it , scale it from it , but nothing will have that same effect .    anyway , the right .  no . again you don't really look at that . it 's something that , and then it 's going through this transformation that 's probably pretty close to it 's , whatever the klt is doing . but it 's probably pretty close to what a discrete cosine transformation is doing . but still it 's not gonna probably radically change the scale of things . i would think . and ,  it may be entirely off and it may be at the very least it may be quite different for msg than it is for mel cepstrum or plp . that would be the first thing i 'd look at without adjusting anything would just be to go back to the experiment and look at the , substitutions , insertions , and deletions . and if the if the , i if there 's a fairly large effect of the difference , say , the r ratio between insertions and deletions for the two cases then that would be , an indicator that it might be in that direction . anything else ?    but , some problems are harder than others , and ",,
Bro016.E,"and , sometimes , there 's enough evidence for something to work and then it 's harder , it breaks .  it 's but it but , i it could be that when you say it works we could be doing much better , even in ti digits . right ?     right . o   this 'll be , something for discussion with hynek next week .   right .  how are , how are things going with what you 're doing ?  he 'll be around for three days . we 'll have a lot of time .   i 'll , he 's he 'll he 'll be talking with everybody in this room  not thursday and friday .  cuz i will be at faculty retreat .  i 'll try to connect with him and people as on wednesday . but  how 'd taxes go ? taxes go good .  that 's just that 's one of the big advantages of not making much money is the taxes are easier .  you are . aren't you ?    canada w canada wants a cut ? have to do you have to do two returns ?   for tw that 's right , ju two thousand .  probably not this next year ,    alright .  barry , do you wanna say something about your here ?  no why don't you say something about what it is ? we 're all gathered here together . we 'd , whose paper is it ?   from , university of hamburg and bielefeld .  that 's not based on data .      when we did the spam work there we had this notion of an , auditory @ @ auditory event . and ,  called them "" avents "" , with an a at the front .  and the idea was something that occurred that is important to a bunch of neurons somewhere .  a sudden change or a relatively rapid change in some spectral characteristic will do this . there 's certainly a bunch of places where that neurons are gonna fire because something novel has happened . that was the main thing that we were focusing on there . but there 's certainly other things beyond what we talked about there that aren't just rapid changes , but      there 's , a couple people who are gonna be here i forget if i already told you this , but , a couple people who are gonna be here for six months .  there 's a professor kollmeier , from germany who 's , quite big in the , hearing aid signal processing area and , michael kleinschmidt , who 's worked with him , who also looks at auditory properties inspired by various , brain function things .   they 'll be interesting to talk to , in this issue as these detectors are , developing . he looks at interesting things in the different ways of looking at spectra in order to get various speech properties out .    short meeting , but that 's and , ","this 'll be , something for discussion with hynek next week . how are , how are things going with what you 're doing ? do you wanna say something about your here ? ","Plans were also made with regard to a visitor from research partner OGI Although the members of ICSI's Meeting Recorder Group at Berkeley had little progress to report, there were still a number of issues relating to their work to discuss. "
Bro016.E,"we might as do our digits . and like i say , i encourage you to go ahead and meet , next week with , hynek . alright , i 'll start . it 's , one thirty five . seventeen  ",,
Bro016.F," i don't really have , anything new . been working on meeting recorder   i did play with that , actually , a little bit . what happens is , when you get to the noisy you start getting lots of insertions . and , 've tried playing around a little bit with , the insertion penalties and things like that .  it didn't make a whole lot of difference . like for the matched case , it seemed like it was pretty good . i could do more playing with that , though . and , and see . yes . you 're talking about for th for our features .  right .    for th the experiment is to , run our front end like normal , with the default , insertion penalties and forth , and then tweak that a little bit and see how much of a difference it makes if we were   i don't remember off the top of my head .  i didn't even write them down . i don't remember . i would need to i did write down ,  when i was doing wrote down some numbers for the matched case .  looking at the i wrote down what the deletions , substitutions , and insertions were ,  for different numbers of states per phone . but , that 's all i wrote down .  i would  i would need to do that . do that for next week .  need to get , front end , from you or you point me to some files that you 've already calculated . i probably will have time to do that and time to play a little bit with the silence model . have that for next week when hynek 's here .  is there ? i wonder if there 's anything that we could do to the front end that would affect the insertion what could you do ?     right . that w right . in effect , that 's changing the value of your insertion penalty . that 's interesting .  right . if we the insertion penalty is , then we can get an idea about what range our number should be in , that they match with that .   i 've seen that with the mel cepstrum . i don't know about the aurora front end , but this the whole problem with insertions was what we talked about when the guy from ogi came down that one time and and that was when people were saying , we should have a , voice activity detector that , because all that that we 're getting thr the silence that 's getting through is causing insertions .  i 'll bet you there 's still a lot of insertions .  right .    would the ? would a good idea be to try to map it into the same range that you get in the matched case ? ","i don't really have , anything new . been working on meeting recorder i did play with that , actually , a little bit . what happens is , when you get to the noisy you start getting lots of insertions . 've tried playing around a little bit with , the insertion penalties and things like that . it didn't make a whole lot of difference . like for the matched case , it seemed like it was pretty good . i could do more playing with that , though . you 're talking about for th for our features . the experiment is to , run our front end like normal , with the default , insertion penalties and forth , and then tweak that a little bit and see how much of a difference it makes i don't remember off the top of my head . i didn't even write them down . looking at the i wrote down what the deletions , substitutions , and insertions were , for different numbers of states per phone . but , that 's all i wrote down . i would need to do that . do that for next week . have that for next week when hynek 's here . i wonder if there 's anything that we could do to the front end that would affect the insertion in effect , that 's changing the value of your insertion penalty . if we the insertion penalty is , then we can get an idea about what range our number should be in , ","Although the members of ICSI's Meeting Recorder Group at Berkeley had little progress to report, there were still a number of issues relating to their work to discuss. These included making plans for upcoming experiments, clarifying definitions, and approaches which may or may not be against the rules of the Aurora project, alongside alternatives that would not be. Plans were also made with regard to a visitor from research partner OGI "
