meeting,original,extractive,abstractive
IS1007a.C," good morning .   we should set the points to drive the project and    from the account manager .    our responsibilities will be assigned when we in our mail we received from the account manager .  no , i'm doing the interface . i'm we have industrial design . it was a little confusion about my but it's alright .  user . we can have a little discussion about what has to be done and what are your ideas about the w we want to have a new re remote control for t_v_ distribution we have to plan how it would be developed and how we can make it work .    think that norman and i would think about the technical points and we should discuss it in the next meeting , or  you have to make it work . that's the big thing .  we can think about an interface with  i if you want t to choose from a list of programme like that you may have to use    on the content . it's a good idea it's a good idea but that technically it would be little bit more tricky to achieve this than just to  think that j just by using navigation buttons and the user interface on the screen we are able to navigate through the channel programme or contents or in an easy way , in the dis display on the t_v_ screen and just with the with your remote control would just navigate through the f   for the technical points we have to check how to gather the data from programme or contents and all this   right norman , draw   by content or by channel , it's a good idea . and we have to find a way how to gather information about the contents .   it's not very difficult to browse by channel but it's a little bit tricky to browse by contents that's the things to do and to reflect about it and discuss it in the next meeting .  everybody .  ","we should set the points to drive the project and from the account manager . our responsibilities will be assigned when we in our mail we received from the account manager . i'm doing the interface . it was a little confusion about my we can have a little discussion about what has to be done and what are your ideas about the w we want to have a new re remote control for t_v_ distribution think that norman and i would think about the technical points and we should discuss it in the next meeting , or it's a good idea it's a good idea but that technically it would be little bit more tricky to achieve this than just to think that j just by using navigation buttons and the user interface on the screen we are able to navigate through the channel programme or contents or in an easy way , and just with the with your remote control would just navigate through the f for the technical points we have to check how to gather the data from programme or contents and all this and we have to find a way how to gather information about the contents . it's not very difficult to browse by channel that's the things to do and to reflect about it and discuss it in the next meeting . ","The group set an agenda for the meeting and discussed the materials sent to them by the Account Manager. They discussed and explained their roles in the project. The group began a discussion about their initial ideas for the product. They discussed several usability features: adding speech recognition and an option to choose what to watch by channel or by content, reducing the number of buttons by using the television screen to display options, and adding a light adaptation system. All participants were instructed to gather more information for the next meeting, the functional design meeting. "
IS1007a.D,"good morning . or you can put it in the shared folder . no , i didn't get it . this one . no . no , .  it's for your guys to how to design it all the aspects you need that information .  assign your roles . for each person , i'm into marketing .  nothing much in the project . marketing in this design . a design is for industrial design and the user interface . this is .  first . us user define . there's a trend watching .  working remotes we already have . this will be something different from the other remotes remote controls .  i'm a the main function of remote control is to have something in the hand and we should be very careful about the size of the remote control . if we are going to add a speech interface , i'm not with trendy slim size of the remote control it would be able to put a speech recog if you want to put a speech recognition system f interface for that the t_v_ itself could have it . and i could talk to the t_v_ television itself . i need not have an we have some different technology but  and another interesting idea for this would be to have an light adaptation system depending upon the picture of if you're watching a movie and suddenly there is a dark some dark scene , the lights adapt themself . the lighting in the room changes . we have a option in the remote control . if we want to have that option , you press that button in the remote . i'm afraid you forgot to put your lapel . the lapel . that one . just plug it .  ","or you can put it in the shared folder . it's for your guys to how to design it all the aspects you need that information . i'm into marketing . a design is for industrial design and the user interface . working remotes we already have . this will be something different from the other remotes remote controls . the main function of remote control is to have something in the hand and we should be very careful about the size of the remote control . if we are going to add a speech interface , i'm not with trendy slim size of the remote control it would be able to put a speech recog if you want to put a speech recognition system f interface for that the t_v_ itself could have it . and i could talk to the t_v_ television itself . and another interesting idea for this would be to have an light adaptation system depending upon the picture of if you're watching a movie and suddenly there is a dark some dark scene , the lights adapt themself . the lighting in the room changes . we have a option in the remote control . if we want to have that option , you press that button in the remote . ","The group set an agenda for the meeting and discussed the materials sent to them by the Account Manager. They discussed and explained their roles in the project. The group began a discussion about their initial ideas for the product. They discussed several usability features: adding speech recognition and an option to choose what to watch by channel or by content, reducing the number of buttons by using the television screen to display options, and adding a light adaptation system. "
IS1007b.A,"we come again for the second meeting . for the aim of this meeting now is to make presentation about the work for each one . and take the decision about the design and the functionality of the remote control . and we have got a new project requirement . think teletext becomes outdated . the popularity of the since the popularity of the internet , and we don't need lighting adaptive , the remote control should be only used for the television . and we should have our image in the design . let's start with the industrial designer .  or y you can use the whiteboard if you want . here .  this one . do you want to open      this  you can i ma  we can change the b .   it's mine . participant one , no ?  we have let's move to user interface design . participant during the weekend . that's good .  this are usual functionality . tasks . and they are small .   what do by the pa processing will be done on the t_v_ than the we should have specific t_v_ ? or ? we can use this . we don't  j just the remote control .   we .  speech recognition . keep the navigation but  you are  how the this remote ? small .  participant four . harry .   but do you think what they sug suggested s possibility .  it  but is it useful or not u i don't know . there is in the   if it's necessary can you can do that . we can integrate small microphone in the remote it's not really a problem . what about lighting adaptive options ? according to the re to the new requirements we don't need that .    we have we have s still we have couple of minutes .   any things to discuss ? or any suggestions ? expensive . price . we can we is the .  you have to anticipate the future ?  in future . let's go for the lunch break , and we will meet after . ","for the aim of this meeting now is to make presentation about the work for each one . and take the decision about the design and the functionality of the remote control . and we have got a new project requirement . think teletext becomes outdated . the popularity of the since the popularity of the internet , and we don't need lighting adaptive , the remote control should be only used for the television . and we should have our image in the design . let's start with the industrial designer . this are usual functionality . and they are small . what do by the pa processing will be done on the t_v_ we should have specific t_v_ ? what about lighting adaptive options ? according to the re to the new requirements we don't need that . any things to discuss ? you have to anticipate the future ? let's go for the lunch break , and we will meet after . ","The Project Manager presented the goals of the meeting and new product requirements. The User Interface Designer gave a presentation on the technical functions of the remote, and displayed the interfaces of two existing products for comparison. He showed that the competitors' remotes were too complicated. He suggested that the televisions that the remotes are used with connect to the internet to access downloadable programs. He discussed using speech recognition and ways to make it feasible for the project, small size, low price point, and incorporating teletext in different languages. The Marketing Expert presented several characteristics important to users. The group discussed the new requirement that required them to omit teletext from their design, and discussed the possibility of using the remote to access the internet through the television. "
IS1007b.B,"      because it's open f_ five .      did you draw it ? this . what is the other chip for ? the one on top .  for men . to the in   what is f_p_g_a_ ? why's it how is it different from the bluetooth ? programme it .    this are the they have to work together ? or ? do they have to work together or two separate choice  is the software par alri  you can control if you want , right ?      you can put it on the charger when you when you don't need to use it .      y . because you are using bluetooth , if some people have p_d_a_ they can use their p_d_a_ to control the t_v_ if they want to , right ?    is mine .  this your  you can open three .   i'm working on the technical functions design . can you show the next slide . the purpose is to find the important questions to ask is what effect should the apparatus have . found on a webs on the internet  i spent a lot of time searching and and i found that the function of remote control is to send messages to television set . switch on , switch off , switch the next channel and on . found two very good prototypes for this interface from our competitors can you  ours is a bit different . these are two example . one is from the other one is from , engineering centr this is the most competing prototypes i've found . but then loo but then i found if you look at you see on the left one there are too many buttons  o on the right i tried to play with the problem is that if i have hundred channels i have have to choo press the other button to choose the hundred channels and i have to compose the number it's very lousy . you move to the next one . talk about the problem . and then i look at the user manual they are a hundred pages thick , we don't want that . propose the easy to use prototype . you can navigate on t_v_ screen and we can the user's preference and we need to have the t_v_ connected to internet we end in order to access the t_v_ programmes by x_m_l_ and we need some to do some preprocessing . from the technical aspect , the processing should be done on the t_v_ set than on the remote controller , right ? and then we the speech recognition as harry says we may just put in we may k_i_v_ . all the processing is done the t_v_ is a compu has some processing power the  because are you just wondering what controller     the processing on the remote controller it can u be used in any t_v_ , any conventional t_v_ sets ?  n that's all . the next one ? come up with a simple design , just keep the v navigation buttons .       ","what is f_p_g_a_ ? why's it how is it different from the bluetooth ? this are the they have to work together ? or ? do they have to work together or two separate choice you can put it on the charger when you when you don't need to use it . because you are using bluetooth , if some people have p_d_a_ they can use their p_d_a_ to control the t_v_ if they want to , right ? i'm working on the technical functions design . can you show the next slide . the purpose is to find the important questions to ask is what effect should the apparatus have . found on a webs on the internet and and i found that the function of remote control is to send messages to television set . switch on , switch off , switch the next channel and on . found two very good prototypes for this interface from our competitors ours is a bit different . these are two example . one is from the other one is from , engineering centr this is the most competing prototypes i've found . but then loo but then i found if you look at you see on the left one there are too many buttons o on the right i tried to play with the problem is that if i have hundred channels i have have to choo press the other button to choose the hundred channels and i have to compose the number it's very lousy . you move to the next one . and then i look at the user manual they are a hundred pages thick , we don't want that . propose the easy to use prototype . you can navigate on t_v_ screen and we need to have the t_v_ connected to internet we end in order to access the t_v_ programmes by x_m_l_ and we need some to do some preprocessing . from the technical aspect , the processing should be done on the t_v_ set than on the remote controller , right ? and then we the speech recognition as harry says we may just put in we may k_i_v_ . all the processing is done the t_v_ is a compu has some processing power the because are you just wondering what controller come up with a simple design , just keep the v navigation buttons . ","He suggested that field programmable gateway arrays be used for the chip controlling software functionalities, and it was suggested that the remote be used with a recharging stand. The User Interface Designer gave a presentation on the technical functions of the remote, and displayed the interfaces of two existing products for comparison. He showed that the competitors' remotes were too complicated. He suggested that the televisions that the remotes are used with connect to the internet to access downloadable programs. He suggested a simple design with few buttons, small size, and a locator function. "
IS1007b.B,"that's all .    no , because you choose by channel , you choose by t_v_ program you don't have hundred channels to choose from . if you go by channel , you don't have to do that .  a big jump . a mouse or    it's gonna be small .  it'll beep if you wanna find it you just shout y h just it just has to re respond to you when you look for the device . how bu and responds to you , and     i but if you to recognise numbers it's a studied problem . i if you just recognise numbers is a limited you have limited vocabulary      but    i no that if we go for quality people may tolerate for high quality and comes with reasonable cost . not less , but they may be willing to pay little bit more for comfort , extra features .      what is the teletext ?  it is interesting but we are only concerned with the remote controller . you need s special t_v_ sets to do that ? or it's done via this remote controller ? it's very complex .   then we can conclude that .   but it's quite possible but not in this project .         using the t_v_ to access the internet ? or what ? i didn't quite understand   the future demand , market demand . the functionality in the future . alright . because all the t_v_ sets will be digital , right . all the programmes , everything will be in digital than analog . th the system will change and we have to anticipate for those change .  ","no , because you choose by channel , you don't have hundred channels to choose from . it's gonna be small . it'll beep if you wanna find it you just shout y h just it just has to re respond to you when you look for the device . and responds to you , and but if you to recognise numbers it's a studied problem . i if you just recognise numbers is a limited you have limited vocabulary i no that if we go for quality people may tolerate for high quality and comes with reasonable cost . not less , but they may be willing to pay little bit more for comfort , but it's quite possible but not in this project . because all the t_v_ sets will be digital , right . ","He suggested a simple design with few buttons, small size, and a locator function. He discussed using speech recognition and ways to make it feasible for the project, small size, low price point, and incorporating teletext in different languages. The Marketing Expert presented several characteristics important to users. The group discussed the new requirement that required them to omit teletext from their design, and discussed the possibility of using the remote to access the internet through the television. "
IS1007b.C,"  alright .  have a powerpoint pr presentation stored in my personal folder think you can reach it from here . participant two .  open . right , will talk about the w working design and and will present my first idea on how to build the our new remote control for television . can you go one page down , think the first things to do is to define the hardware components neededs to achieve what we want to do . i'm thin i'll do a survey about what is what is available on the market and what is the cheapest possible things we hav we can use . then will try with the technical team to build a prototype and to see with how this little box would look like . and how an and we can start troubleshooting first com communication problems or things like that . and when we are ready with this first prototype we can add some software functionalities on a programmable chip like browsing by content or things like that . can you go down wha what for now is we don't want to have a remote control w which is wired think we u we can use a battery for the . then two programmable chips for both software functionalities and communication . and the communication with the t_v_ set is made through infrared communication this is the schema of the o of the future remote controls you can see the components , battery and the two chips goes to the infrared connection to the t_v_ set . the one on top is for the the functionali the functionalities and the th red the green one is to putting things together , transform the data into qu into the format to to communicate with the t_v_ set . and , that's it . we should use a f_p_g_a_ for the functionalities which is easy to t it's field programmable something array .  f_p_g_a_ is just a chip you can you can pr programme it wi with wh whatever you want . and the bluetooth chip is just responsible to make the communication between the two devices . no . th the f_p_g_a_ will produce the data to send .   alright and that's it for the working design . if you have any questions ? no , we have to have embedded batteries in the into the t .  and don't think it will need very much power to make it run ,  it's a good idea .  that's a good idea . also , but the goal is to sell our remote control . s charger for is the .               we have to t we have to sell a t_v_ with the remote control too . there is al there is a technology like show view who is already available on most of the t_v_ set on recorders or thing like that and we can try t to get this information on to the remote control to do the processing on the remote control because ","right , will talk about the w working design and and will present my first idea on how to build the our new remote control for television . think the first things to do is to define the hardware components neededs to achieve what we want to do . i'll do a survey about what is what is available on the market and what is the cheapest possible things we hav we can use . then will try with the technical team to build a prototype and how an and we can start troubleshooting first com communication problems or things like that . and when we are ready with this first prototype we can add some software functionalities on a programmable chip like browsing by content or things like that . wha what for now is we don't want to have a remote control w which is wired think we u we can use a battery for the . then two programmable chips for both software functionalities and communication . and the communication with the t_v_ set is made through infrared communication this is the schema of the o of the future remote controls you can see the components , battery and the two chips goes to the infrared connection to the t_v_ set . the one on top is for the the functionali the functionalities and the th red the green one is to putting things together , transform the data into qu into the format to to communicate with the t_v_ set . we should use a f_p_g_a_ for the functionalities which is easy to t f_p_g_a_ is just a chip you can you can pr programme it wi with wh whatever you want . and the bluetooth chip is just responsible to make the communication between the two devices . th the f_p_g_a_ will produce the data to send . we have to have embedded batteries in the and don't think it will need very much power to make it run , it's a good idea . also , but the goal is to sell our remote control . we have to sell a t_v_ with the remote control too . there is al there is a technology like show view who is already available on most of the t_v_ set on recorders or thing like that and we can try t to get this information on to the remote control to do the processing on the remote control because ","The Industrial Designer presented the internal components of a remote control and showed a diagram of how they operate together. He suggested that field programmable gateway arrays be used for the chip controlling software functionalities, and it was suggested that the remote be used with a recharging stand. He suggested that the televisions that the remotes are used with connect to the internet to access downloadable programs. "
IS1007b.C,"yes , that's a good idea , we d we don't need really much buttons to i if we have a screen to navigate on the t_v_ f four five buttons , it's sufficient . it's easy to build , it does not consume much power . then y you go to the main menu and you have go to channel and then you can  you  but if you want to make big jump but you have to have a device when you could not a mouse but something that says more clearly that right , left , up , down , the to have the ability to write something to the navigator , directly , or  we can think of buttons like in the telephone to send messages or things like that . but we'll see .    next presentation  think it will be a , yes , a bit complicated to make a speech recognisers runs on the small ts  and this can allow to choose the program , without adding buttons it's a good idea .   s speech is a important extra feature   we just have to find a mean how to add a m a microphone or yes a microphone into the remote control , i it will be alright .    it's a bit complex too for our next product , our new t_v_ set with automatical sound adjustment light   function . but what about the new project's requirement ? we should give up with teletext , no ? yes . we can j we can already think about a way to access the internet via the television . because if but we can think that in a few years there will be t_v_ set that can access the internet . it's a good idea if i if we think about how to build up our remote control w with this functionality in a w which will c which will come in a few years . if we already have it in our remote control  to desi not to implement it , but to to find a way to add this functionality in a in an easy manner , if is possible .    ","yes , that's a good idea , we d we don't need really much buttons to i if we have a screen to navigate on the t_v_ f four five buttons , it's sufficient . it's easy to build , it does not consume much power . then y you go to the main menu and you have go to channel but if you want to make big jump but you have to have a device when you could but something that says more clearly that right , left , up , down , the to have the ability to write something to the navigator , directly , or we can think of buttons like in the telephone to send messages or things like that . think it will be a , yes , a bit complicated to make a speech recognisers runs on the small ts and this can allow to choose the program , without adding buttons s speech is a important extra feature we just have to find a mean how to add a m a microphone or yes a microphone into the remote control , but what about the new project's requirement ? we should give up with teletext , no ? we can j we can already think about a way to access the internet via the television . but we can think that in a few years there will be t_v_ set that can access the internet . it's a good idea if i if we think about how to build up our remote control w with this functionality in a w which will c which will come in a few years . not to implement it , but to to find a way to add this functionality in a in an easy manner , if is possible . ","He suggested a simple design with few buttons, small size, and a locator function. He discussed using speech recognition and ways to make it feasible for the project, small size, low price point, and incorporating teletext in different languages. The Marketing Expert presented several characteristics important to users. The group discussed the new requirement that required them to omit teletext from their design, and discussed the possibility of using the remote to access the internet through the television. "
IS1007b.D,"just go to explorer . or open . participant two . open slide show , view slide show , .  one is a communication . gateway arrays . it's a field programmable gateway arrays .  or it's something like isn't hardware the first one ? and the second one is for the software . to run th to make it run . that's it . no . and how about the battery power ? that battery would be somewhere there and the remote contro the power to the battery comes through infrared ? into the more compact and   having a charger rather than putting the battery cells always . people don't like it to have to buy the batteries when they run out . we just make a small charger and put it  bu our remote , we do not want to make it p_d_a_ . g  not the t_v_s .    but you have a catch there , assume that if you want to go to if you are watching channel two and if you want to go to channel ninety nine , then .   but then    too small that it goes under the sofa and we can't find it .  that's . just give it a name and we call him .  after having the inputs from industrial design and user interface , most of the points which i want to are already covered here . and to find the most interesting features what the users would be interested , then what we have done is we have put a feedback forms in all the magazines , and the users send the feedbacks , and based on that these are the findings which we got and adding of a speech interface is always good for a t_v_ remote but the technology we already know that as discussed earlier an it does how feasible it is . we can put an limited vocabulary as in the mobile phones . we just have the it's not going to take much space also . it's going to be very slim . and next one was the size of the remote control . it has to be very slim and small one . and most of the people are interested in if it's less expensive , this is an important criteria here is we have to look for a trade off . the features and the cost .  little bit more if it's with extra features .   for a lazy guys they could say nine and the nine channel comes . or they say movie name or i don't go for movie names but only for the numbers on the channel , or volume up , volume down , brightness , contrast . this should be a good idea , to put this features . and the fourth one was the teletext in various languages .   as discussed in the earlier meeting , but not much people are really interested in this point if it's not really required .  ","one is a communication . it's a field programmable gateway arrays . or it's something like isn't hardware the first one ? and the second one is for the software . and how about the battery power ? that battery would be somewhere there and the remote contro the power to the battery comes through infrared ? having a charger rather than putting the battery cells always . people don't like it to have to buy the batteries when they run out . we just make a small charger we do not want to make it p_d_a_ . but you have a catch there , assume that if you want to go to if you are watching channel two and if you want to go to channel ninety nine , then . too small that it goes under the sofa and we can't find it . just give it a name and we call him . after having the inputs from industrial design and user interface , most of the points which i want to are already covered here . and to find the most interesting features what the users would be interested , then what we have done is we have put a feedback forms in all the magazines , and the users send the feedbacks , and based on that these are the findings which we got and adding of a speech interface is always good for a t_v_ remote we can put an limited vocabulary as in the mobile phones . it's not going to take much space also . it's going to be very slim . and next one was the size of the remote control . it has to be very slim and small one . and most of the people are interested in if it's less expensive , we have to look for a trade off . the features and the cost . little bit more if it's with extra features . for a lazy guys they could say nine and the nine channel comes . but only for the numbers on the channel , or volume up , volume down , brightness , contrast . and the fourth one was the teletext in various languages . as discussed in the earlier meeting , but not much people are really interested in this point if it's not really required . ","The Industrial Designer presented the internal components of a remote control and showed a diagram of how they operate together. He suggested that field programmable gateway arrays be used for the chip controlling software functionalities, and it was suggested that the remote be used with a recharging stand. He suggested a simple design with few buttons, small size, and a locator function. The Marketing Expert presented several characteristics important to users. He discussed using speech recognition and ways to make it feasible for the project, small size, low price point, and incorporating teletext in different languages. "
IS1007b.D,"it's for the industrial design and users interface designers to decide if it's going to be working or not .  as i discussed th that four points would be good for marketing . the speech interface and less reasonable cost . and the lighting adaptation and the teletext . and regarding the teletext these are the subtitl these are the text information which you got on the televisions . if you are watching an foreign movie , you get subtitles sometimes . and if you are a french guy watching an english movie you would like to have it in french . and if i am a german then i would like to have the my options in german . the remote it should have some it should give me some flexibility of choosing the ch languages . that should be a good point . we already have some .    ","as i discussed th that four points would be good for marketing . the speech interface and less reasonable cost . and the lighting adaptation and the teletext . and regarding the teletext these are the subtitl these are the text information which you got on the televisions . if you are watching an foreign movie , you get subtitles sometimes . and if you are a french guy watching an english movie you would like to have it in french . and if i am a german then i would like to have the my options in german . the remote it should have some it should give me some flexibility of choosing the ch languages . ","He discussed using speech recognition and ways to make it feasible for the project, small size, low price point, and incorporating teletext in different languages. "
IS1007c.A,"we come to the third meetings . i have good . in the last meeting we have discussed the functional design and now we will talk about the conceptual design . we will talk about some specific details . this  this is what we have decided in the last meeting . but if we use battery we will , three .  what's the function of this button . it makes the interface really graphical user interface . a graphical user interface emphasise the use of pictures .    we should include speech synthesis in this case , no ?   or we can include the user manual in the remote control and we should have just a button like help and you say and you ik you press the button help and you see the user m might in the t_v_ .  on t_v_ screen . just you push the button and we will  if the if no in the case where they need help , in the case where they need help .  it's just for user customizable , for kids or old people .  it's the same can be used by both kids and old people . for kids , kids they like no l they like to     you can use this screen instead of the big se screen , instead of use the  but    it's for it's just for small vocabulary . we it's not   push . it doesn't mean that the other buttons are not necessary or important . but they are just less used compar  or we can u or we can make this the ten percent of button more bigger than the others .   it's and it's increases the cost of the remote control if you use l_c_d_ . i you will listen to a peep , special peep .   but you don't have to move the charger . you have to keep it .  for some people lazy people .   or or you have to show some specific programmes for kids and then just just push kids button it's automatically  if he .   it's  or just it's difficult to just say the name of the channel . it will be difficult to say just the name of the channel . because you have to s t ch  but you have to have all the name of the channel in your vocabulary . or or the user can create his own vocabulary , just pronouncing the name of channels and include in the vocabulary . or lets the user create his own vocabulary of channel . no . just you have in the beginning you have you have to train you have to create the vocabulary by yourself . by associating each channel with the name or and for each one has his own . or you have to s   or we can switch on or switch off the special , we'll discuss them in next meeting . it's time to close this meeting .  for your collaborations . ","we come to the third meetings . in the last meeting we have discussed the functional design and now we will talk about the conceptual design . we will talk about some specific details . a graphical user interface emphasise the use of pictures . we should include speech synthesis in this case , no ? or we can include the user manual in the remote control and we should have just a button like help and you say and you ik you press the button help in the case where they need help , in the case where they need help . it's just for user customizable , for kids or old people . can be used by both kids and old people . you can use this screen instead of the big se screen , it doesn't mean that the other buttons are not necessary or important . but they are just less used compar or we can u or we can make this the ten percent of button more bigger than the others . and it's increases the cost of the remote control if you use l_c_d_ . i you will listen to a peep , special peep . or you have to show some specific programmes for kids it will be difficult to say just the name of the channel . but you have to have all the name of the channel in your vocabulary . or the user can create his own vocabulary , or lets the user create his own vocabulary of channel . just you have in the beginning you have you have to train or we can switch on or switch off the special , we'll discuss them in next meeting . it's time to close this meeting . ","The User Interface Designer introduced the graphical user interface to the group and suggested using an LCD screen. He presented several existing products and suggested the following: large buttons; voice recognition; either push, scroll, or spinning buttons; and incorporating some customizable components. The group discussed including a help button; it was decided that it would make the device seem more complicated. He suggested the LCD screen; the group felt that it was better to utilize the user's television as a display screen, but that they would inquire about cost before deciding. The group discussed incorporating a locator function and customization for children. They discussed the sensitivity of the voice recognizer to other noises; the group will ask about the capability of the recognizer. "
IS1007c.B,"     what is this single curved what does it mean ? it's not yo l when you hold on it , it is comfortable to hold .   and the battery , is it rechargeable or it doesn't matter ? that's what it means by kinetic .         we might check with our r_ and d_ department to see if they have this product ready for market . wha the department .   keep in touch with the r_ and d_ department .   the titanium case is the normal case that i'll show you some pictures that i have and you tell me whether they are titanium case or not . am not very plastic , titanium or whatever . there's another point i want to make , is that the you've seen them i le na my presentation that point out some why buttons are not the not the only ways you can use       the user interface is it uses the aspect of a computer system , a programme which can be seen or heard or otherwise perceived by the human user and the commands and mechanism the user uses to control its operation and input data . you s this gives you the ways to input data and we have we are more we emphasise more on the graphical user interface here . the idea is to represent buttons as figures , diagrams , symbols and on you can easily when you look at the symbols you understand what it is doing .  ea easy to use . next one . function five . can use the button , the mouse  next line . the here are some examples . they cluster the buttons together . they group them into col they colour them and they have different forms as  but this interface are confusing . there are too many buttons . right . next one . some people are propose voice recognition and receive an email from the from one our departments saying that the voice recognition has been used in the coffee machine for this by a company when you tell the you say good morning coffee machine and the machine are reply to you . just got an email saying that . and it seems like this voice recognition technology is ready to be used we might consider that , supposedly . the next one . somebody some people use some people use a spinning wheel th with the l_c_ display instead of using the buttons you have a l_c_d_ screen and then there you can u you can use that as buttons , you can use that as real that could be an option as touch screen , next one . and some people propose a scroll button . integrated with push buttons or you may have scroll button instead of p just the push button . like the one we have here . next one .   there are a few aspects that i collected here . ","what is this single curved and the battery , is it rechargeable or it doesn't matter ? we might check with our r_ and d_ department to see if they have this product ready for market . keep in touch with the r_ and d_ department . the titanium case is the normal case that i'll show you some pictures that i have and you tell me whether they are titanium case or not . am not very plastic , titanium or whatever . there's another point i want to make , is that the you've seen them i le na my presentation that point out some why buttons are not the not the only ways you can use the user interface is it uses the aspect of a computer system , a programme which can be seen or heard or otherwise perceived by the human user and the commands and mechanism the user uses to control its operation and input data . we emphasise more on the graphical user interface here . the idea is to represent buttons as figures , diagrams , symbols and on you can easily when you look at the symbols you understand what it is doing . the here are some examples . they cluster the buttons together . they group them into col they colour them and they have different forms as but this interface are confusing . there are too many buttons . some people are propose voice recognition receive an email from the from one our departments saying that the voice recognition has been used in the coffee machine for this by a company when you tell the you say good morning coffee machine and the machine are reply to you . and it seems like this voice recognition technology is ready to be used we might consider that , supposedly . somebody some people use some people use a spinning wheel th with the l_c_ display instead of using the buttons you have a l_c_d_ screen and then there you can u you can use that as buttons , touch screen , and some people propose a scroll button . integrated with push buttons or you may have scroll button instead of p just the push button . there are a few aspects that i collected here . ","The Industrial Designer presented options for each component. The group will ask if the kinetic energy component can provide enough energy. The User Interface Designer introduced the graphical user interface to the group and suggested using an LCD screen. He presented several existing products and suggested the following: large buttons; voice recognition; either push, scroll, or spinning buttons; and incorporating some customizable components. "
IS1007c.B,"this deals with special users , children , handicapped people , old people , and and prog they are programmable , specially for children . and and then they also secure covers , to protect secure and hidden programming and battery covers that will protect your settings .  but we don't have to integrate all these complicated features . i'm just saying that the currently in the market there are control there are remote controllers f customisable for different people . that's the point . the next one . and you see this is the one where you have the protection cover . useful for children , they migh you they only see the buttons outside . and for adults wh where you have more control you can see the one inside . the adults might wanna have a key to lock that to pr children will not touch the button inside .  the next one . this guy this is another company that provides big buttons . at i see that is useful for old people and then you don't get it lost . but for our product we don't need a big one because you have voice recognition e eventually with use . and you can call your remote controller if you don't know where it is . t_v_ remote controller where are you ? and then , he will beeps and to say that i am here , is it possible ?      and this is another one where you can the part that's a v_ standing for the volume . there's a up arrow and a down arrow . but you the see that in the v_ , the v_ appears to be the down arrow on the top on the top up arrow if you up arrow there's a v_ like as if it's turning down it's confusing interface , wanna avoid this thing in the design . and here are is here is a s short summary that i compiled after the findings i found . big buttons are convenient , voice recognition helps , push buttons , scroll buttons , spinning wheels can be used as navigation tools . and user customisable is important and finally simplicity is the key .  we have many concepts there but we have to choose later on which ones are important to be used . and       a help button . you are display on the screen . on the t_v_ screen .  that eliminates all the complicated documentation ,  wi    what i s propose is that remote controller , i it could be a cube , is small device that looks like a cube and you can just change the the buttons , if you ch turn one side you get one buttons , you turn the other side you get the other buttons , for new generation people who get used to the computer they want lots of controls . small  let's see the market demand . what market yes . yes .     big screen .  the thing   ","this deals with special users , children , handicapped people , old people , they are programmable , and then they also secure covers , to protect secure and hidden programming and battery covers that will protect your settings . but we don't have to integrate all these complicated features . i'm just saying that the currently in the market there are control there are remote controllers f customisable for different people . and you see this is the one where you have the protection cover . useful for children , and for adults wh where you have more control you can see the one inside . the adults might wanna have a key to lock that to pr children will not touch the button inside . this is another company that provides big buttons . i see that is useful for old people but for our product we don't need a big one because you have voice recognition e eventually with use . and this is another one the part that's a v_ standing for the volume . there's a up arrow and a down arrow . but you the see that in the v_ , the v_ appears to be the down arrow on the top it's confusing interface , and here are is here is a s short summary that i compiled after the findings i found . big buttons are convenient , voice recognition helps , push buttons , scroll buttons , spinning wheels can be used as navigation tools . and user customisable is important and finally simplicity is the key . we have many concepts there but we have to choose later on which ones are important to be used . you are display on the screen . that eliminates all the complicated documentation , what i s propose is that remote controller , i it could be a cube , is small device that looks like a cube and you can just change the the buttons , if you ch turn one side you get one buttons , you turn the other side you get the other buttons , ","He presented several existing products and suggested the following: large buttons; voice recognition; either push, scroll, or spinning buttons; and incorporating some customizable components. The group discussed including a help button; it was decided that it would make the device seem more complicated. "
